repo_name,commit,message,Justification,Comment,Is_Refactor,Is_Perfective,Is_Adaptive,Is_Corrective
c0d3z3r0/linux-rockchip,75c1be487a690db43da2c1234fcacd84c982803c,"fsnotify: srcu to protect read side of inode and vfsmount locks

Currently reading the inode->i_fsnotify_marks or
vfsmount->mnt_fsnotify_marks lists are protected by a spinlock on both the
read and the write side.  This patch protects the read side of those lists
with a new single srcu.

Signed-off-by: Eric Paris <b0b36e3cd9ea4e5739ff430a3056fabf2fdb0376@redhat.com>
",,,,,,
c0d3z3r0/linux-rockchip,42b276a2351517409d55b1202a1fa8b05c0cdc99,"perf top: Decay periods in callchains

It missed to decay periods in callchains when decaying hist entries.
This resulted in more than 100 percent overhead in callchains in the
fractal style output.

Reported-by: Arnaldo Carvalho de Melo <293abb6b76d7791c0732cc517d38c4b5c734b87f@kernel.org>
Signed-off-by: Namhyung Kim <5c915a589b3ddf58cebf14bec41bcc143b37ac3c@kernel.org>
Cc: Andi Kleen <dbd122ef7b6a09ffecf5db9c9296320f3c94e707@firstfloor.org>
Cc: David Ahern <b80c1600f604d3b0d768f26f90a76757e76005dd@gmail.com>
Cc: Frederic Weisbecker <e8a1bf9163cb25e93cfd6540f223b3872ea7ee55@gmail.com>
Cc: Jiri Olsa <2c6594f608aa3d41e98d48846a6328831f7084ad@redhat.com>
Cc: Peter Zijlstra <645ca7d3a8d3d4f60557176cd361ea8351edc32b@chello.nl>
Link: http://lkml.kernel.org/r/1451963160-17196-1-git-send-email-5c915a589b3ddf58cebf14bec41bcc143b37ac3c@kernel.org
Signed-off-by: Arnaldo Carvalho de Melo <293abb6b76d7791c0732cc517d38c4b5c734b87f@redhat.com>
",,,,,,
c0d3z3r0/linux-rockchip,9796cc964daf7f18b4cd84c86975b3bc3804ca5a,"drivers/rtc/rtc-mxc.c: remove defines already included in rtc.h

[5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org: retain the code comments]
Signed-off-by: Wolfram Sang <3883f8aab0424a154a3bcb43ff874b819786efbe@pengutronix.de>
Cc: Vladimir Zapolskiy <db9c790829dcb458d3bf76afc103e85be10d8afc@gmail.com>
Cc: Alessandro Zummo <9dd18bc29cad11a22794aeb90b970d6b202919e7@towertech.it>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
",,,,,,
c0d3z3r0/linux-rockchip,319d1e14109047b4f002394a80fe89a96ced64ed,"drm/radeon: constify all struct drm_*_helper funcs pointers

They are not to be modified.

Generated using the semantic patch:

@@
@@
(
  const struct drm_crtc_helper_funcs *
|
- struct drm_crtc_helper_funcs *
+ const struct drm_crtc_helper_funcs *
)

@@
@@
(
  const struct drm_encoder_helper_funcs *
|
- struct drm_encoder_helper_funcs *
+ const struct drm_encoder_helper_funcs *
)

@@
@@
(
  const struct drm_connector_helper_funcs *
|
- struct drm_connector_helper_funcs *
+ const struct drm_connector_helper_funcs *
)

@@
@@
(
  const struct drm_plane_helper_funcs *
|
- struct drm_plane_helper_funcs *
+ const struct drm_plane_helper_funcs *
)

Signed-off-by: Jani Nikula <ba783f3beccaedfda693f41a15407d612a629408@intel.com>
Reviewed-by: Christian König <c7ea837d7a46effe4232b086213468b8b31643bf@amd.com>
Signed-off-by: Daniel Vetter <c1b6782c4af8f0673da8923a0702a1832e5940f4@ffwll.ch>
",,,,,,
c0d3z3r0/linux-rockchip,35832c50d1d1552618f55aa5457a251df9e63b26,"orinoco: make firmware download less verbose

The firmware download code has been in a couple of releases, without any
significant issues reported in this code.

Convert to use pr_debug, so the messages can be recoverred by defining
DEBUG.

Signed-off-by: David Kilroy <25855433d920ab041e83d01b39337d2a5802554f@googlemail.com>
Signed-off-by: John W. Linville <2a53bac7a5d324865ef46ec4c38b2c0fba1456b4@tuxdriver.com>
",,,,,,
c0d3z3r0/linux-rockchip,44ce8fc4764294db148819830803e440deb5e1a3,"media: davinci: constify platform_device_id

platform_device_id are not supposed to change at runtime. All functions
working with platform_device_id provided by <linux/platform_device.h>
work with const platform_device_id. So mark the non-const structs as
const.

Signed-off-by: Arvind Yadav <937140246f3eff69ef3c0b7e9f2993ccb76b9a9e@gmail.com>
Acked-by: Lad, Prabhakar <b468bd3711e6074f1f3ca387583c4bfe5a29e9a6@gmail.com>
Signed-off-by: Hans Verkuil <3a513708f73c27e7d36ebc496aa41dad6a3153ea@cisco.com>
Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@s-opensource.com>
",,,,,,
c0d3z3r0/linux-rockchip,35f9c09fe9c72eb8ca2b8e89a593e1c151f28fc2,"tcp: tcp_sendpages() should call tcp_push() once

commit 2f533844242 (tcp: allow splice() to build full TSO packets) added
a regression for splice() calls using SPLICE_F_MORE.

We need to call tcp_flush() at the end of the last page processed in
tcp_sendpages(), or else transmits can be deferred and future sends
stall.

Add a new internal flag, MSG_SENDPAGE_NOTLAST, acting like MSG_MORE, but
with different semantic.

For all sendpage() providers, its a transparent change. Only
sock_sendpage() and tcp_sendpages() can differentiate the two different
flags provided by pipe_to_sendpage()

Reported-by: Tom Herbert <0786393240831fc3b5d6ed63658cfb1f3b1e6c40@google.com>
Cc: Nandita Dukkipati <c885339f99dffe2a5f7eb16e264b2978fb0befe2@google.com>
Cc: Neal Cardwell <58d301c70203188c35d379474c26c9cc0636a189@google.com>
Cc: Tom Herbert <0786393240831fc3b5d6ed63658cfb1f3b1e6c40@google.com>
Cc: Yuchung Cheng <5b5a0a360fa35167ac197fe6359c229fde284cf2@google.com>
Cc: H.K. Jerry Chu <029109f918fd79983f4074d68beabccb17fb66a9@google.com>
Cc: Maciej Żenczykowski <bcc4d4f0381c74919db335641dc13b085bf1d0fd@google.com>
Cc: Mahesh Bandewar <e1eb0c20b48013d29bfb9c87ceffd3fac35d1e96@google.com>
Cc: Ilpo Järvinen <5801dcaebe162b451612454667e6a167cf0222c1@helsinki.fi>
Signed-off-by: Eric Dumazet <a0baddf32b28d2f9429941ed4af2fe636e210591@gmail>com>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",,,,,,
c0d3z3r0/linux-rockchip,91921e016a2199e7afe5933c94bd9f723d946598,"scsi: use dev_printk variants where possible

Using dev_printk variants prefixes the logging message with
the originating device, which makes debugging easier.

Signed-off-by: Hannes Reinecke <b0d1e9e4a4e27620745ff49be9000da3174a4cc6@suse.de>
Reviewed-by: Martin K. Petersen <0384aaef27f06874adbdb09a807bb339f4aff9fd@oracle.com>
Reviewed-by: Christoph Hellwig <923f7720577207a44b32e59bbfbea59d27f1ae8e@lst.de>
Signed-off-by: Christoph Hellwig <923f7720577207a44b32e59bbfbea59d27f1ae8e@lst.de>
",,,,,,
c0d3z3r0/linux-rockchip,c55b2d989a5b2ef85ad28229484279ac7c2c412a,"Merge tag 'xgene-drivers-for-4.9' of https://github.com/AppliedMicro/xgene-next into next/drivers

Pull ""X-Gene driver changes queued for v4.9"" from Duc Dang:

This patch set includes:
+ X-Gene SoC Performance Monitoring Unit (PMU) driver

* tag 'xgene-drivers-for-4.9' of https://github.com/AppliedMicro/xgene-next:
  perf: xgene: Add APM X-Gene SoC Performance Monitoring Unit driver
  Documentation: Add documentation for APM X-Gene SoC PMU DTS binding
  MAINTAINERS: Add entry for APM X-Gene SoC PMU driver
",,,,,,
c0d3z3r0/linux-rockchip,2d452c9b10caeec455eb5e56a0ef4ed485178213,"sched: sched_clock_cpu() based cpu_clock(), lockdep fix

Vegard Nossum reported:

> WARNING: at kernel/lockdep.c:2738 check_flags+0x142/0x160()

which happens due to:

 unsigned long long cpu_clock(int cpu)
 {
         unsigned long long clock;
         unsigned long flags;

         raw_local_irq_save(flags);

as lower level functions can take locks, we must not do that, use
proper lockdep-annotated irq save/restore.

Reported-by: Vegard Nossum <c9abf7248a519119ccb31f4fd3c3a4e0b6ebd20b@gmail.com>
Signed-off-by: Ingo Molnar <9dbbbf0688fedc85ad4da37637f1a64b8c718ee2@elte.hu>
",,,,,,
c0d3z3r0/linux-rockchip,55020c8056a83ef2181e4cddd39cb2b9f4b88c5a,"of: Add vendor prefix for ON Semiconductor Corp.

The used vendor prefix corresponds to the stock symbol (ONNN) for ON
Semiconductor Corp.

Signed-off-by: Thierry Reding <b75a4d02013b0e68ae2c6bb0dcfd4b7bec282dc9@avionic-design.de>
Signed-off-by: Rob Herring <aa00819e304141d872f2e4b1c4be422ea3abbfe1@calxeda.com>
",,,,,,
c0d3z3r0/linux-rockchip,68c9d702bb72f367f3b148963ec6cf5e07ff7f65,"generic block based fiemap implementation

Any block based fs (this patch includes ext3) just has to declare its own
fiemap() function and then call this generic function with its own
get_block_t. This works well for block based filesystems that will map
multiple contiguous blocks at one time, but will work for filesystems that
only map one block at a time, you will just end up with an ""extent"" for each
block. One gotcha is this will not play nicely where there is hole+data
after the EOF. This function will assume its hit the end of the data as soon
as it hits a hole after the EOF, so if there is any data past that it will
not pick that up. AFAIK no block based fs does this anyway, but its in the
comments of the function anyway just in case.

Signed-off-by: Josef Bacik <631dfb3d07694fdcf26abc7aac2c6c2b641f8bde@redhat.com>
Signed-off-by: Mark Fasheh <8f0bc92cac940f3e83deb53ced7a1f201bce5732@suse.com>
Signed-off-by: ""Theodore Ts'o"" <4ed386e0495d3e109932df055831d9ec2f824927@mit.edu>
Cc: c3f243826b2d104fcb652711319ecf7655da7789@vger.kernel.org
",,,,,,
c0d3z3r0/linux-rockchip,c041cfa2af1ccb8d0346dc576144a1085e9b4d4b,"powerpc: Make irq_stat.timers_irqs counting more specific

Current irq_stat.timers_irqs counting doesn't discriminate timer event handler
and other timer interrupt(like arch_irq_work_raise). Sometimes we need to know
exactly how much interrupts timer event handler fired, so let's be more specific
on this.

Signed-off-by: Fan Du <98b5df125785ddebbf642f8cf9f43d3980ddc694@windriver.com>
Signed-off-by: Benjamin Herrenschmidt <a7089bb6e7e92505d88aaff006cbdd60cc9120b6@kernel.crashing.org>
",,,,,,
c0d3z3r0/linux-rockchip,1e069dfd96dfeacf1d781f6eaea9426aed0b0909,"hwmon: (pmbus) Add debugfs for status registers

Export all the available status registers through debugfs. This is
useful for hardware diagnostics, especially on multi-page pmbus devices,
as user-space access of the i2c space could corrupt the pmbus page
accounting.

Signed-off-by: Edward A. James <d7c35b0e755c790e6a44b0191856dad0ff983632@us.ibm.com>
Signed-off-by: Guenter Roeck <ba324ca7b1c77fc20bb970d5aff6eea9377918a5@roeck-us.net>
",,,,,,
c0d3z3r0/linux-rockchip,8819ce4b8874ac1db7b52f7eac7cf9d8e3989102,"ARM: shmobile: r8a7779: Remove lan from dtsi

The ethernet controller is not part of the r8a7779 SoC.

Cc: Magnus Damm <1f369b7bccd13b930ed9aa83ec10be6225fd866f@gmail.com>
Signed-off-by: Simon Horman <9662bddcc379be37df16f02a449c344b4718c1a1@verge.net.au>
",,,,,,
c0d3z3r0/linux-rockchip,6c869e772c72d509d0db243a56c205ef48a29baf,"Merge branch 'perf/urgent' into perf/core

Conflicts:
	arch/x86/kernel/apic/hw_nmi.c

Merge reason: Resolve conflict, queue up dependent patch.

Signed-off-by: Ingo Molnar <9dbbbf0688fedc85ad4da37637f1a64b8c718ee2@elte.hu>
",,,,,,
c0d3z3r0/linux-rockchip,846583ce151644b8538ca6cdf3f0857a80787649,"PNP: pnpbios: Use PTR_ERR_OR_ZERO()

Fix ptr_ret.cocci warnings:
drivers/pnp/pnpbios/core.c:584:1-3: WARNING: PTR_ERR_OR_ZERO can be used

Use PTR_ERR_OR_ZERO rather than if(IS_ERR(...)) + PTR_ERR

Generated by: scripts/coccinelle/api/ptr_ret.cocci

Signed-off-by: Vasyl Gomonovych <6f721404e611c2edafb8c2596fb355cebf423a30@gmail.com>
Reviewed-by: Jean Delvare <efca98801f3398ebd7eeff805a2c18e6c49e84d4@suse.de>
Signed-off-by: Rafael J. Wysocki <27ffc44a8ec6a212fba98cfc3246c6ce8ab131e0@intel.com>
",,,,,,
c0d3z3r0/linux-rockchip,fba45ceac46e1508fdefd3fe501be04bb3399792,"usb: gadget: fsl_qe_udc: use udc-core's reset notifier

Replace usb_gadget_driver's disconnect with udc-core's reset notifier at
bus reset handler.

Signed-off-by: Peter Chen <c01a8c815a4ad165fff2d1c0d35ddf5b16bd3d7b@freescale.com>
Signed-off-by: Felipe Balbi <94dddeeef08b001e003cce128ddc162a4e2c6cd2@ti.com>
",,,,,,
c0d3z3r0/linux-rockchip,485ca22a10b3d3a4d156e170a541b8c3a5144f8c,"DM9000: Re-unite menuconfig entries for DM9000 driver

The ENC28J60 driver ended up adding itself inbetween the
two DM9000 Kconfig entries, so re-unite the two together.

Signed-off-by: Ben Dooks <1177f64998f284a7348354b8e91cbbe575d9858a@fluff.org>
Signed-off-by: Jeff Garzik <15f615bf7d20c2937c7eb5aa759110fd6768848c@redhat.com>
",,,,,,
c0d3z3r0/linux-rockchip,bc229c21f2c79ef0f7b30d3a2fce8c2886ffa6c7,"perf c2c report: Call calc_width() only for displayed entries

There's no need to calculate column widths for entries that are not
going to be displayed.

Signed-off-by: Jiri Olsa <2c6594f608aa3d41e98d48846a6328831f7084ad@kernel.org>
Cc: Alexander Shishkin <0125b3d2989cefbb754a245b989e89659aa67db8@linux.intel.com>
Cc: David Ahern <b80c1600f604d3b0d768f26f90a76757e76005dd@gmail.com>
Cc: Joe Mario <74d622e4b717f97c95143ea294a486ac633019e9@redhat.com>
Cc: Namhyung Kim <5c915a589b3ddf58cebf14bec41bcc143b37ac3c@kernel.org>
Cc: Peter Zijlstra <3fddac958924aef220f202ca567388ddab3f14a8@infradead.org>
Link: http://lkml.kernel.org/r/20180309101442.9224-7-2c6594f608aa3d41e98d48846a6328831f7084ad@kernel.org
Signed-off-by: Arnaldo Carvalho de Melo <293abb6b76d7791c0732cc517d38c4b5c734b87f@redhat.com>
",,,,,,
c0d3z3r0/linux-rockchip,bc3b7756b5ff66828acf7bc24f148d28b8d61108,"regulator: max8997: Use uV in voltage_map_desc

Current code does integer division (min_vol = min_uV / 1000) before pass
min_vol to max8997_get_voltage_proper_val().
So it is possible min_vol is truncated to a smaller value.

For example, if the request min_uV is 800900 for ldo.
min_vol = 800900 / 1000 = 800 (mV)
Then max8997_get_voltage_proper_val returns 800 mV for this case which is lower
than the requested voltage.

Use uV rather than mV in voltage_map_desc to prevent truncation by integer
division.

Signed-off-by: Axel Lin <b6ffd6973e972cb999e8e535ab74da7fee0c035f@ingics.com>
Signed-off-by: Mark Brown <b51b9a92386687a9ac927cebfa0f978adeb8cea5@opensource.wolfsonmicro.com>
Cc: 4fbacc2fa0ffdbb11bf1ad6925b886ebd08dd15f@vger.kernel.org
",,,,,,
c0d3z3r0/linux-rockchip,54cea3f6681ad9360814e2926d1f723bbd0f74ed,"dm crypt: add comments to better describe crypto processing logic

A crypto driver can process requests synchronously or asynchronously
and can use an internal driver queue to backlog requests.
Add some comments to clarify internal logic and completion return codes.

Signed-off-by: Milan Broz <4fc71305d292596831a01a4d34d4779c7772dbfd@redhat.com>
Signed-off-by: Mike Snitzer <85e533f2e78486213c4d69f71462342ec0c62734@redhat.com>
",,,,,,
c0d3z3r0/linux-rockchip,c5c60b2d577e88c50beae6ecf469b7a78643be4f,"ar5523: constify usb_device_id

usb_device_id are not supposed to change at runtime. All functions
working with usb_device_id provided by <linux/usb.h> work with
const usb_device_id. So mark the non-const structs as const.

Signed-off-by: Arvind Yadav <937140246f3eff69ef3c0b7e9f2993ccb76b9a9e@gmail.com>
Signed-off-by: Kalle Valo <7081a7d99b8c74c0698a728df19e3915a995d7e1@codeaurora.org>
",,,,,,
c0d3z3r0/linux-rockchip,39a3d2d19cc8dc9d7ec3a1fefe95d7de0c6dc317,"ps3: removed calling netif_poll_enable() in open()

Removed use of netif_poll_enable() in open function.

Signed-off-by: Masakazu Mokuno <8e42e4f2d103ab8698f1578df3a8bba6478cacb1@sm.sony.co.jp>
Signed-off-by: Jeff Garzik <f3e731dfa293c7a83119d8aacfa41b5d2d780be9@garzik.org>
",,,,,,
c0d3z3r0/linux-rockchip,a9cefa36690385ec5b6b0fab1e37c37fa19980ca,"arm64: dts: ls2080a: Add quirk for Erratum A009116

Add ""snps,quirk-frame-length-adjustment"" property to
USB3 node for erratum A009116. This property provides
value of GFLADJ_30MHZ for post silicon frame length
adjustment.

Signed-off-by: Lijun Pan <eca5d3debdb4a5cee5f838597e0a8552a4fc8de6@freescale.com>
Signed-off-by: Shawn Guo <63670015a35b5e259a12af9c49179087023f8740@kernel.org>
",,,,,,
c0d3z3r0/linux-rockchip,b9a6e8e1001e28fecbd74c073f5503dac2790563,"usb: misc: usbtest: format the data pattern according to max packet size

With this change, the host and gadget doesn't need to agree with transfer
length for comparing the data, since they doesn't know each other's
transfer size, but know max packet size.

Signed-off-by: Peter Chen <c01a8c815a4ad165fff2d1c0d35ddf5b16bd3d7b@freescale.com>
Acked-by: Michal Nazarewicz <605208d9b4c769ca62e9f9f8b592c9cd465fe6d7@mina86.com>
(Fixed the 'line over 80 characters warning' by Peter Chen)
Tested-by: Peter Chen <c01a8c815a4ad165fff2d1c0d35ddf5b16bd3d7b@freescale.com>
Signed-off-by: Alan Stern <75ea6bb7bfc1186f92d26164de5f9268c9a45b59@rowland.harvard.edu>
Signed-off-by: Felipe Balbi <94dddeeef08b001e003cce128ddc162a4e2c6cd2@ti.com>
",,,,,,
c0d3z3r0/linux-rockchip,b430428a188e8a434325e251d0704af4b88b4711,"8250: Don't clobber spinlocks.

In serial8250_isa_init_ports(), the port's lock is initialized.  We
should not overwrite it.  In early_serial_setup(), only copy in the
fields we need.  Since the early console code only uses a subset of
the fields, these are sufficient.

Signed-off-by: David Daney <0662de36cfb0706ed279bff52abef14720945acc@caviumnetworks.com>
Signed-off-by: Tomaso Paoletti <018d1a241674376884a74524b2fbc47e80207a05@caviumnetworks.com>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org>
Signed-off-by: Alan Cox <91e38e63b890fbb214c8914809fde03c73e7f24d@redhat.com>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
",,,,,,
c0d3z3r0/linux-rockchip,0cd126b504cede8a74acf7583a44eba32f9a1da1,"cifs: verify lengths of QueryAllEAs reply

Make sure the lengths in a QUERY_ALL_EAS reply don't make the parser walk
off the end of the SMB.

Signed-off-by: Jeff Layton <4376fbf8623cd7b7c0232225289bb91cedc0a27f@redhat.com>
Signed-off-by: Steve French <d47560e3bac353b8d509d093b1d727868ac7ddf3@us.ibm.com>
",,,,,,
c0d3z3r0/linux-rockchip,dc1d5adab5cc57eb732407d80c9e7ae48891ffca,"fbdev: sh_mobile_lcdc: use display information in info for panning

We must not use any information in the passed var besides xoffset,
yoffset and vmode as otherwise applications might abuse it.

Signed-off-by: Laurent Pinchart <3ded2f39a78f0d7044839546f95841842b4d7c96@ideasonboard.com>
Signed-off-by: Florian Tobias Schandinat <9843642cd7809d7c6d8c25ac9e4b0e2f1b5283bf@gmx.de>
",,,,,,
c0d3z3r0/linux-rockchip,104cbd55377029e70fc2cee01089e84b9c36e5dc,"cgroups: use task_lock() for access tsk->cgroups safe in cgroup_clone()

Use task_lock() protect tsk->cgroups and get_css_set(tsk->cgroups).

Signed-off-by: Lai Jiangshan <4c9eb49378914b743bdd32292c04df29b820d73e@cn.fujitsu.com>
Acked-by: Paul Menage <a4e32ff3ad614f63c49bddfcf4b7598c6857b687@google.com>
Cc: KAMEZAWA Hiroyuki <634f508bd7c47cf0ee4126243675c3e598920fbc@jp.fujitsu.com>
Cc: Pavel Emelyanov <c9a32589e048e044184536f7ac71ef92fe82df3e@openvz.org>
Cc: Balbir Singh <65a1aed538f36fed73d8c45e9ddfc585ce9f4abf@in.ibm.com>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
",,,,,,
c0d3z3r0/linux-rockchip,24eec601bd560af2f8ffe175c481cb8bcae3fec4,"ARM: SAMSUNG: Use common macro to define resources on devs.c

Signed-off-by: Tushar Behera <23164e61763db67ca52e6268847d2536aec6eaa9@linaro.org>
Signed-off-by: Kukjin Kim <3fc711f4e08bc570a586748633ff7c76d0e1e253@samsung.com>
",,,,,,
c0d3z3r0/linux-rockchip,4fbd4158fe8967e9296516ebae2cfaf7a1c7a214,"arm64: dts: renesas: r8a77995: draak: Add backlight

Add the backlight device for the LVDS1 output, in preparation for panel
support.

Signed-off-by: Laurent Pinchart <ae960578cc5eca7b9b1dbc37d9caa6cb634f35e0@ideasonboard.com>
Reviewed-by: Geert Uytterhoeven <a1ff81395f7e6bf5b509fe9aab06bf3419493e1d@glider.be>
Signed-off-by: Simon Horman <9662bddcc379be37df16f02a449c344b4718c1a1@verge.net.au>
",,,,,,
c0d3z3r0/linux-rockchip,f451957dafe712ab2cd4b7ca8ba9197798115fbe,"iio: tmp006: Check channel info on write

only SAMP_FREQ is writable

Will lead to SAMP_FREQ being written by any attempt to write
to the other exported attributes and hence a rather unexpected
result!

Signed-off-by: Peter Meerwald <a2c19d57d338d8f9d8de092166164455662a8cbe@pmeerw.net>
Cc: <d96e5b2dd07c1733b2b013bd82922c22baade37d@vger.kernel.org>
Signed-off-by: Jonathan Cameron <09f65b71b7655725897b2fd41a09a0cefe2e1ace@kernel.org>
",,,,,,
c0d3z3r0/linux-rockchip,6df97f85611cafc3ba9c093931a5fa3bc7dea897,"platform/x86: Make SILEAD_DMI depend on TOUCHSCREEN_SILEAD

SILEAD_DMI provides platform specific data for the TOUCHSCREEN_SILEAD
driver. Make this explicitly clear in the Kconfig depends. Remove
INPUT as this is implied by TOUCHSCREEN_SILEAD.

Signed-off-by: Darren Hart (VMware) <38f9eaa30910c40b06f5a60020b1222f2a953801@infradead.org>
Cc: Hans de Goede <9fa1be1a5b5729e4c6b404f34c9ce49ff4882fd8@redhat.com>
Cc: Andy Shevchenko <e3579b1e47f273529f0f929453e939a68ede9fd1@infradead.org>
Cc: Jean Delvare <efca98801f3398ebd7eeff805a2c18e6c49e84d4@suse.de>
Reviewed-by: Dmitry Torokhov <6b8646d310837fed93a129ed3c979b90c7f2674f@gmail.com>
",,,,,,
c0d3z3r0/linux-rockchip,352ffad646c0e0c5cf9ae8cea99710ee0d66ee27,"mac80211: unset SDATA_STATE_OFFCHANNEL when cancelling a scan

For client STA interfaces, ieee80211_do_stop unsets the relevant
interface's SDATA_STATE_RUNNING state bit prior to cancelling an
interrupted scan.  When ieee80211_offchannel_return is invoked as
part of cancelling the scan, it doesn't bother unsetting the
SDATA_STATE_OFFCHANNEL bit because it sees that the interface is
down.  Normally this doesn't matter because when the client STA
interface is brought back up, it will probably issue a scan.  But
in some cases (e.g., the user changes the interface type while it
is down), the SDATA_STATE_OFFCHANNEL bit will remain set.  This
prevents the interface queues from being started.  So we
cancel the scan before unsetting the SDATA_STATE_RUNNING bit.

Signed-off-by: Brian Cavagnolo <760e7dab2836853c63805033e514668301fa9c47@cozybit.com>
Signed-off-by: John W. Linville <2a53bac7a5d324865ef46ec4c38b2c0fba1456b4@tuxdriver.com>
",,,,,,
c0d3z3r0/linux-rockchip,573803234e72d182ec39692770110e574cd5b222,"iio: Aspeed ADC

Aspeed BMC SoCs include a 16 channel, 10-bit ADC. Low and high threshold
interrupts are supported by the hardware but are not currently implemented.

Signed-off-by: Rick Altherr <ffea1a60e79bf5a7c61bf7da44b680771e7c34dd@google.com>
Tested-by: Xo Wang <9dda014685af1fe8cb3072ee1fe5659515358bd4@google.com>
Reviewed-by: Joel Stanley <4816dabf8db1bc6cac35b3a24cab2ff844b5b0c7@jms.id.au>
Signed-off-by: Jonathan Cameron <09f65b71b7655725897b2fd41a09a0cefe2e1ace@kernel.org>
",,,,,,
c0d3z3r0/linux-rockchip,b0119cb9229d0db0d8c3ec8b302d549775e03a0c,"drm/vmwgfx: Switch over to internal atomic API for SOU and LDU

Switch over to internal atomic API.  This completes the atomic
internal atomic switch for all the Display Units.

Signed-off-by: Sinclair Yeh <326bbc75ae5821d6c8d1817b260a4d8d0fdf1f63@vmware.com>
Signed-off-by: Thomas Hellstrom <a26490dfbee4be3d38287ad6448444504f58193c@vmware.com>
Reviewed-by: Thomas Hellstrom <a26490dfbee4be3d38287ad6448444504f58193c@vmware.com>
",,,,,,
c0d3z3r0/linux-rockchip,f52a759327b8b30fbf66da2d75961d2dbc7c6cfa,"Documentation: remove 'mach' from dontdiff file

The mach entry in the dontdiff file causes all the
arch/arm/mach-*/include/mach directories to be skipped.

Signed-off-by: H Hartley Sweeten <382ff55d8e07d1082d179e669636cd1552da4f36@visionengravers.com>
Signed-off-by: Randy Dunlap <6f29df8e90a57f1ba61ffd63b0468c86bb6d3a99@xenotime.net>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
",,,,,,
c0d3z3r0/linux-rockchip,5a4c92880493945678315a6df810f7a21f55b985,"KVM: mmu_shrink: kvm_mmu_zap_page requires slots_lock to be held

kvm_mmu_zap_page() needs slots lock held (rmap_remove->gfn_to_memslot,
for example).

Since kvm_lock spinlock is held in mmu_shrink(), do a non-blocking
down_read_trylock().

Untested.

Signed-off-by: Avi Kivity <8f920f22884d6fea9df883843c4a8095a2e5ac6f@qumranet.com>
",,,,,,
c0d3z3r0/linux-rockchip,2b27822ff8f257f810761c3d23e8104d1404cf3b,"drivers: atm: don't use private copy of hex_to_bin()

Signed-off-by: Andy Shevchenko <e11a926d64056a9601d8b64a4b8e158f9732e628@gmail.com>
Cc: Chas Williams <7154b2362bc85414d4bddb63c523338b75ce4646@cmf.nrl.navy.mil>
Cc: 8f324e8485413c5bde460ff84f5e1e6a924cb5a6@lists.sourceforge.net
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",,,,,,
c0d3z3r0/linux-rockchip,eca1b592d600bb2b7d24b66e4106de1e751ae510,"tty: cyclades, don't kill FW

Don't reset the PLX chip after FW load, which effectively kills
the FW, so that user had to boot manually.

Signed-off-by: Jiri Slaby <aeaaaa09d9a5fac7c38743ea79aa4bb8ffb08290@gmail.com>
Signed-off-by: Alan Cox <91e38e63b890fbb214c8914809fde03c73e7f24d@linux.intel.com>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
",,,,,,
