repo_name,commit,message,Is_abstraction,Justification,Certain,Comment,Sampling
chromium/chromium,db0702d6bdda54529bef038201752b37a3eadf8e,"SVG property initial value mechanism and support for SVGAnimatedLength

This CL introduces a mechanism for handling ""initial values"" for SVG
properties. The initial value is stored in a new
|initial_value_storage_| field in SVGAnimatedPropertyBase. Subclasses
that need to store an initial value - for many cases a default
initialized object is sufficient - define what is stored in the allotted
number of bits (and thus indirectly how many bits that are required.)

The SetInitial method needs to be overloaded on the SVGPropertyBase
subclasses that the SVGAnimatedProperty holds, and is responsible for
resetting the value of the property (after ""decoding"" the value.)

This CL adds an implementation of the above for SVGAnimatedLength. For
this type, the initial value is stored as an index into a table of
values.

The 'fx' and 'fy' properties on SVGRadialGradientElement are updated to
have their initial values be 50% (matches Gecko.)

Bug: 225807, 474523
Cq-Include-Trybots: luci.chromium.try:linux_layout_tests_slimming_paint_v2;master.tryserver.blink:linux_trusty_blink_rel
Change-Id: Ida144d6bed2d1946186e8fb3b3a0b9695ca81789
Reviewed-on: https://chromium-review.googlesource.com/1193822
Reviewed-by: Philip Rogers <a58f385838635509f9b282a11e4b3bef85543d5f@chromium.org>
Reviewed-by: Stephen Chenney <34fbadb01a50baa18401267c889e29ea1f507e3c@chromium.org>
Commit-Queue: Fredrik Söderquist <3f4bb586f04a0c1d93eadab9363a8a3183b4860c@opera.com>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#588797}",TRUE,subclasses the need,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
ant-design/ant-design,563e34994654fd66a188ad47b6a0153c21f829be,"add strict mode for submit object property names

This feature adds a posibility to validate property names in TypeScript by inserting required object interface.",TRUE,required interface,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
facebook/infer,439839a9fa936ae392ad245b6ec8e75c2ba47406,"Add is_in_(interface/implementation) predicates

Reviewed By: dulmarod

Differential Revision: D7863886

fbshipit-source-id: d8268d9
",TRUE,interface/implentation,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
ngageoint/geopackage-android,3618d2e6bf50a321b9bc00a80d52a0cd05da6f60,"API improvements, cursor factory, feature dao, feature cursor,
GeoPackage binary geometry header parsing, WKB Geometry header parsing,
WKB Point parsing",TRUE,curser factory,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
nismod/smif,7113754755d134e51ba012c65d699b7f39f0483e,"Restructure interface
",TRUE,"Restructure interface
",,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
mantidproject/mantid,0b6ba9a22d268f27cecfad1de15ffc3949fabe04,"Refs #10282. Changed IScatterer interface, added factory

IScatterer now inherits from PropertyManager. There's now also a factory for consistent creation of scatterers.
",TRUE,changed interface,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
ltb-project/self-service-password,5f882938ce206c327ecaa6a6bce42c438f65bce3,"Add reuse flag in all show_policy functions (references #259)
",FALSE,reuse flag,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
ngoduykhanh/PowerDNS-Admin,9794e221aa20034c85de771d4428b393f00ca215,"Replace direct 'click' event binding with delegated binding. Fixes #58.

Direct binding only works for elements already in the DOM, delegated
binding works for all elements that match a filter even if created after
the DOM is fully loaded.

",TRUE,delegated binding,FALSE,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
tprrt/linux-stable,ff3cd7b3c9225017b546785add039e1b1a22dff7,"netfilter: nf_tables: refactor chain statistic routines

Add new routines to encapsulate chain statistics allocation and
replacement.

Signed-off-by: Pablo Neira Ayuso <707d14912bb250caf67dfe0ea4035681fbfc4f56@netfilter.org>
",TRUE,encapsulate,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
greenriver/boston-cas,0dc72f04ba643328880200176a204a33397df3ab,"Update test to reflect subclasses of NonHmisClient
",TRUE,subclasses,FALSE,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
plantinformatics/pretzel,11326fec44900baf1bcbae198e98af4e9fa01d1d,"connect mousewheel zoom : set axis domain, domain change triggers pathUpdate()

Move VLinePosition from stacks.js to form vline-position.js,
add axis-position mixin to axis-1d; move axis .positions, .currentStep to axis-1d as currentPosition and lastDrawn.
move Stacked updateDomain() from stacks.js to axis-position, and setDomain() becomes a wrapper;
associate with stack axis via .axis1d
Use attribute blockAdj.pathsAliasesResult
(added setZoomed() - for use in next commit.)
 42128c0   1969 May  2 16:49 backend/common/utilities/paths-stream.js
frontend/app/ :
 65f42bd 212586 May  2 16:11  components/draw-map.js
 7099086  16019 May  2 12:33  components/draw/axis-1d.js
 f47f8fa  13014 May  3 09:33  components/draw/block-adj.js
 72ac64a  19182 May  3 11:08  services/data/paths-progressive.js
 008195f    219 May  2 12:33  templates/components/draw/axis-1d.hbs
 27c4cda  62308 May  2 16:24  utils/stacks.js
",TRUE,becomes a wrapper,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
TrinityCore/TrinityCore,21313bec5754e6dda9716be0e006a60abb5b720d,"Missing data from spell_threat for various Warrior abilities, closes issue 2258, thanks maeh.sheep for collecting data. Most of the values are blizzlike, but since some of them are variable depending on AP/damage, we're using general increase for those based on previous ranks

--HG--
branch : trunk
",FALSE,we're using,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
SAP/openui5,e6a15b0c8b2fd187593e34a545de97a460b4838a,"Merge ""[INTERNAL] ManagedObjectModel: React on new marker interface IDScope""",TRUE,react on interface,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
FenixEdu/fenixedu-academic,fec614d65b96ce1123437cdad03a4f89b9655a38,"* directive council send main interface adjustment
* researcher: edit research activity interface adjustment
",TRUE,interface adjestments,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
google/closure-compiler,093189f1d3eb76ef90e7267cc98052e3e187566e,"Add linter warning for static member functions on interface classes

PiperOrigin-RevId: 348697368
",TRUE,interface classes,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
alphagov/digitalmarketplace-api,5729e152f72469c96fac9b9fbab5ff89d6d75035,"Delete duplicate code

There's a few lines of code here that I think were just copy-pasted in a hurry. I've ditched them because less code is better
",TRUE,duplicate code,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
ChromeDevTools/devtools-frontend,e18b561f005c47ba631c47d7918c0b9afe701bec,"[utilities] Use Map + Set instead of Object + Array in ExtensionServer

This CL is part of the cleanup effort to get rid of Array#remove.
The ExtensionServer manages subscribers by using an object where
property names signify message types and the property itself is a list
of subscribers for that type. This can be better achieved using a Map
of Sets.

R=17a2cbc4e33156874a9862b0f530521117e66a3d@chromium.org

Bug: chromium:1050549
Change-Id: I1d642fb02f1e3bd0837c5df7c04343498810d3c6
Reviewed-on: https://chromium-review.googlesource.com/c/devtools/devtools-frontend/+/2081827
Reviewed-by: Mathias Bynens <17a2cbc4e33156874a9862b0f530521117e66a3d@chromium.org>
Commit-Queue: Simon Zünd <38944668e9e2ca98ccd0275b53370f90fa55c113@chromium.org>
",TRUE,manage subscribers,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
chromium/chromium,3ab73f7beeb29966594cae5e609892a30746fcd7,"[iOS][Thumb Strip] Fix crash when closing last incognito tab and app

This fixes a few issues:
1. Crash when deallocing the FullscreenDisabler when closing the last
   incognito tab. This is probably because the underlying
   FullscreenController has already been dealloced.
2. Before, the entire thumb strip machinery wasn't alerted to the new
   incognito BVC that is created when the incognito state is reset. Now,
   it is.
3. There was an intermittent crash when closing the app because of a
   zombie ViewRevealingVerticalPanHandler. It is a web view observer,
   but that is controlled by the ThumbStripMediator. However, when the
   pan handler is dealloced, the observation isn't stopped.

Fixed: 1155559, 1155607
Change-Id: I1a2f6ea805cfc810bd36b5bab547fb179cacbaa5
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2593119
Commit-Queue: Gauthier Ambard <9d4cf9c209f46d7011ec53b6e0d37d78e6e2845e@chromium.org>
Reviewed-by: Gauthier Ambard <9d4cf9c209f46d7011ec53b6e0d37d78e6e2845e@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#837511}
",TRUE,it is a view observer,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
NixOS/nixops,abab0181e39a342f84655844d79aa2e3d5411c2d,"nix_expr: Merge nested singleton lists.

Use [ [ [ 1 ] ] ] instead of adding two extra newlines (one for the
starting bracket, one for the ending bracket) for every list.

Signed-off-by: aszlig <ee1aa092358634f9c53f01b5a783726c9e21b35a@redmoonstudios.org>
",TRUE,singelton,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
lede-project/source,26c953db2072dcc03e36c43446d237df83770270,"mac80211: improve wifi interface cleanup

SVN-Revision: 19285
",FALSE,wifi interface,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
rails/rails,51b986619d88f7ba98be7d271188785cbbb541a0,"Implement submit_to_remote as a wrapper around a more generic button_to_remote

Removed the ""return false"" from submit_to_remote onclick end as
button input elements have no default behavior to cancel.

Signed-off-by: Pratik Naik <8b69cfb584888a693f743cf62b7bb8c1f9b2aba0@gmail.com>
",TRUE,wrapper,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
google/llvm-propeller,349746f044302eb4c793fbcb7e5fdbada6858cd9,"Fix Bug 30978 by emitting cv file checksums.

Summary:
The checksums had already been placed in the IR, this patch allows
MCCodeView to actually write it out to an MCStreamer.

Subscribers: llvm-commits, hiraditya

Differential Revision: https://reviews.llvm.org/D37157

llvm-svn: 313374
",FALSE,Subscribers:,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
symfony/symfony,e4eead39ddc0de75188287345ee91a37ab6ff4ee,"merged branch stof/fix_interface (PR #4306)

Commits
-------

11e0d23 [HttpKernel] Fixed the BundleInterface

Discussion
----------

[HttpKernel] Fixed the BundleInterface

The kernel expects bundles to implement ContainerAwareInterface (a fatal
error occurs if the method is not implemented). This is done in the base
class but not enforced in the interface.

I spotted it when trying to mock the BundleInterface and pass the mock to the kernel. I created the branch based on master because it is changing the interface but I'm wondering if it should go in 2.0 instead as a bugfix. Someone implementing strictly the interface currently would not be able to use the kernel.

---------------------------------------------------------------------------

by travisbot at 2012-05-17T10:41:19Z

This pull request [passes](http://travis-ci.org/symfony/symfony/builds/1354421) (merged 11e0d232 into 5314836d).
",TRUE,interface,,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
chromium/chromium,8b5332ee6747f0d579ce1f03c9916f4cb6f38b19,"[ContentIndex] Add logic to choose appropriate icon to display.

Move Icon fetching logic to its own file, and re-use the Manifest Icon
selection logic to choose the best icon based on known parameters.

Bug: 973844
Change-Id: I041f8d66eda86f71be8f2201598c761cb0beb0d2
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1751793
Commit-Queue: Rayan Kanso <8467f9d4d02d7700f9bd1ddda04a874d839c2a48@chromium.org>
Reviewed-by: Richard Knoll <bc4036a3fe2a286ed45703c0261b5108092a55ef@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#688651}
",TRUE,reuse icon,FALSE,,18_jan_2021_52e96f58016b2ece2bfa44f37cc0d052e0c130e8
CTSRD-CHERI/u-boot,4c96c61216719155b3a1d51f6373e996335861de,"spi: ti_qspi: Convert to spi-mem ops

Convert driver to use  spi-mem ops in order to support accelerated MMIO
flash interface in generic way and for better performance.

Signed-off-by: Vignesh Raghavendra <d9be9ca3f1b2d450305e034a370ae798faff7dfb@ti.com>
Reviewed-by: Tom Rini <47764aff062bf9ebe98a2274b29052b74a9567e2@konsulko.com>
Acked-by: Jagan Teki <66ee1c6d5923fee80757c8e2bd79556528e9aa19@amarulasolutions.com>
",FALSE,flash interface,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
LMSCloud/Koha-LMSCloud,066848a8f06e7322bc285f42f1e603af863f5d16,"Bug 9174: Fix itemtype image display in OPAC lists

Prior to this patch, C4::VirtualShelves::Page did not make sure that
the itemtype images that it chose when displaying itemtype images for
biblio-level itemtypes were for the correct interface, so
even on the OPAC the Intranet icons were requested. On standard
installations, intranet-tmpl is not available to the OPAC.

To test:
1) Set noItemTypeImages to ""Show"" and item-level_items to ""biblio record""
2) Create a list and add an item with the default item type (942$c in
   MARC21) set to something with an itemtype image associated with it.
3) View the list in the OPAC.
4) If you are an a standard install, the itemtype image will be a broken
   link. If on a dev install, you can confirm with Firebug or the like
   that the image is pulled from /intranet-tmpl.
5) Apply patch.
6) Run `prove t/db_dependent/Koha.t` to confirm that the behavior of the
   routine used to retrieve the image URL is correct. (Note that you
   must have an item type with the code 'BK')
7) Refresh the list, noting that the display is now correct/the image is
   pulled from opac-tmpl.

Signed-off-by: Jonathan Druart <90effa772b5c8a7a3420e6b7ea56e265888c5743@biblibre.com>
It works as expected. All tests in Koha.t passed.
Signed-off-by: Mason James <5ece1282016eb8d217aa0dbf6466e8864b30224a@kohaaloha.com>
Signed-off-by: Jared Camins-Esakov <9d46e7279315265164da8c55a0f85bf9cb5995a3@cpbibliography.com>
",FALSE,correct interface,FALSE,which interface,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
yambo-code/yambo,3665dd60ab4536d2eccb881a539e25111997890a,"Version 3.2.1 

*  configure include/version.inc config/configure.ac bz_ops/k_expand.F pol_function/X_os.F pol_function/Dipole_transverse.F interface/init_load.F interface/init.F sc/RT_Energy.F sc/RT_Collision.F sc/RT_driver.F sc/RT_Ext_Field.F sc/RT_eps_analyze.F sc/SC_driver.F sc/SC_precondition.F sc/RT_Integrator.F sc/.objects sc/.objects_gpl sc/Kinetic.F sc/RT_current.F modules/mod_real_time.F modules/mod_SC.F 

Additions:
- [SC] Thomas-Fermi preconditioning for localized systems.
- [REAL_TIME] Evaluatio of P and P^2 from _Dipole routines.

Changes:
- [SC] Fixed mixing for non-local operators.

Patch sent by: Andrea, Claudio, Daniele & Maurizia


git-svn-id: bc4a112ea05b68985215781ac4797d0ea488d985@402 76a4dfbf-5f1f-0410-a543-a0282073b526
",FALSE,interface file,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
twilio/twilio-node,29e92eb52bd9353751cc9f202774c69295a9622e,"Adding optional ca for specifying CA bundle. (#485)

Adding optional ca to the request options interface for specifying a CA bundle.",TRUE,interface,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
freenet/fred,e4447a08ad41fb5f019d2f59c03542a1cbd1ea11,"Removed OOMHandler and OOMHook, together with all usages.

The OOMHandler basically called System.gc() in response to an OOM. But the JVM
obviously will already have tried a GC before throwing the OOM in first place,
doing so again can not be expected to have much use.

Also, from the Javadocs: ""An Error is a subclass of Throwable that indicates
serious problems that a reasonable application should not try to catch.""
",FALSE,citing documentation about interface,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
qtproject/qtqa-gerrit,068330e68c6e1b3a42c6e4cdd248499a22175d2a,"Merge changes Ice480cab,I429e3e10,I4379e493,I592312ed,I69e6d993, ...

* changes:
  CommentDetail: Rewrite switch statement in include method with if + else
  CommentDetail/PatchScriptFactory: Remove unused AccountInfoCache
  EventUtil: Inline AccountJson
  Assignee endpoints: Use AccountLoader to populate AccountInfo
  Anotate GetPastAssignees as singleton
  Assignee endpoints: Use IdentifiedUser#getNameEmail() to format user
",TRUE,singleton,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
FreeRDP/FreeRDP,482e836ad882f82f546dc3427ab3709da0f0c974,"libfreerdp-codec: refactor internal rfx_compose_message_tile
",FALSE,compose,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
NLnetLabs/unbound,7b4606702986cc06d65887f65dc12664c58ef27d,"add test for tcp reuse
",FALSE,tcp reuse,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
Psiphon-Labs/psiphon-tunnel-core,6aae4a1e21f29cf3acf5a9c9b81a41ff5dcec488,"Merge pull request #451 from amirkhan5/master

Add parsed config callback for iOS delegate",TRUE,delegate,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
GerritCodeReview/gerrit,85643421de332e382fa6f0057a25324651e31229,"Merge ""project.py: Add support for bazel wrapper bazelisk"" into stable-2.14",TRUE,wrapper,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
google/llvm-propeller,33d903d1b0543e4a1ee49836555ca7532d450722,"Rename parallelFor -> parallelForEachN.

So that it is clear that the function is a wrapper for for_each_n.

llvm-svn: 302718
",TRUE,wrapper,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
rsmarples/dhcpcd,67ed6c5fdc76fa237307750d84251de7857f7e99,"Use the nl80211 interface on Linux to get the wireless SSID.
If this is not found in the system headers, fall back to assuming WEXT.
This has been done because the WEXT module has been marked as deprecated
for a while now and I'm getting bored of people asking me why their
wireless wasn't working. Bloated dhcpcd by another 600 bytes as a result.",FALSE,nl80211 interface,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
guardicore/monkey,5fe468f3cc8da9d1b1ad3138aebc731d2ebc2a75,"Merge branch 'attack_comand_line_interface' into attack_powershell
",FALSE,branch,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
wordpress-mobile/WordPress-iOS,629197ac943ad22d0cd2f7c63ca19c99069dffb1,"Merge pull request #6247 from wordpress-mobile/issue/5670-people-text

PersonViewController: Updates Interface Messages",TRUE,interface messages,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
acgetchell/CDT-plusplus,82dd1884ad2760c8e682bcb5fdde2bc10099ad9d,"Refactor interfaces for data structures part 1

The manifold data structure contains a geometry data structure and a foliated triangulation data structure. The foliated triangulation data structure is a wrapper around CGAL's Delaunay triangulation. These interfaces need to be encapsulated better so that refactoring into a unique resource can be done more easily.",TRUE,refactor interfaces,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
dart-lang/sdk,660cf26dbb8e7a7e4fb49f0947e64f9ed055d9c0,"Reland ""[vm] Decouple stub code from runtime""

This is the next step towards preventing compiler from directly peeking
into runtime and instead interact with runtime through a well defined
surface.

This CL decouples the hand-written stub codes from the runtime. The
target architecture dependent stubs are moved to
dart::compiler::StubCodeCompiler which use dart::compiler::target:*
for accessing any runtime related code.

The generation of type testing stubs is moved to separate files for the
time being.

Issue https://github.com/dart-lang/sdk/issues/31709

Change-Id: Icd0995b18a7bac496b1e12231cf437943f5c94f1
Reviewed-on: https://dart-review.googlesource.com/c/92720
Reviewed-by: Martin Kustermann <a35dd5b79fac84b2bb3b026a16b8becc55af5961@google.com>
Commit-Queue: Martin Kustermann <a35dd5b79fac84b2bb3b026a16b8becc55af5961@google.com>
Auto-Submit: Martin Kustermann <a35dd5b79fac84b2bb3b026a16b8becc55af5961@google.com>
",TRUE,decouple,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
TrinityCore/TrinityCore,973888ea2cc5dbea80a6a23cc80acd55e3061c09,"Core/Maps: Fixed incorrect difficulty markers shown on the interface inside Icecrown Citadel (always displaying normal mode)
",FALSE,shown on interface,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
wongsyrone/lede-1,ed06d0bb2686a2b262b9b742b7e1b38d73336c50,"ath9k: disable hardware full sleep with active client mode interface until mac80211 IEEE80211_CONF_IDLE support has been fixed

SVN-Revision: 32657
",FALSE,client mode interface,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
braintree/braintree_android,5c3e9c39c7c064d848edb79e172b2bdf1d375083,"Rename PaymentMethod to PaymentMethodNonce

* Includes the rename of subclass such as Card to CardNonce

https://trello.com/c/VEVtPR0Y/154-rename-paymentmethod-to-paymentmethodnonce
",TRUE,subclass,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
vygr/ChrysaLisp,4d34e10513221a901856e143b4926fcf289b0b58,"start creating the 'pii' platform isolation interface
",TRUE,interface,,,18_jan_2021_dd20e06543a73f8cecd0bdaca1003dde3a8ef936
apache/flink,13bce31507c431bcc20994bc8ce9dbeb7eba3b96,"[FLINK-1996] [tableApi] Add TableSink interface to emit tables to external storage.

- Add a CsvTableSink

This closes #1961
",TRUE,add interface,,,19_jan_2021_16a4cdc8bee84218f8767188f17c1394728092d5
chromium/chromium,a0aa4d3cc32823b55bed8023915d820bf745443c,"Roll src/third_party/skia 28bafb01c90c..1b85323f10e7 (8 commits)

https://skia.googlesource.com/skia.git/+log/28bafb01c90c..1b85323f10e7


git log 28bafb01c90c..1b85323f10e7 --date=short --no-merges --format='%ad %ae %s'
2019-02-15 halcanary@google.com ICU: enable on wasm
2019-02-15 robertphillips@google.com Remove GrContextPriv.h from GrRenderTargetContext.h
2019-02-15 herb@google.com Reland ""Use bulk interface for paths""
2019-02-15 halcanary@google.com SkPDF: simplify subsetting code
2019-02-15 skia-autoroll@skia-public.iam.gserviceaccount.com Roll ../src b698b62f407e..5862f084f69f (425 commits)
2019-02-15 herb@google.com Revert ""Use bulk interface for paths""
2019-02-15 brianosman@google.com Add curve visualization back, guard eval
2019-02-15 herb@google.com Revert ""Calculate strike in path case""


Created with:
  gclient setdep -r src/third_party/skia@1b85323f10e7

The AutoRoll server is located here: https://autoroll.skia.org/r/skia-autoroll

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+/master/autoroll/README.md

If the roll is causing failures, please contact the current sheriff, who should
be CC'd on the roll, and stop the roller if necessary.

CQ_INCLUDE_TRYBOTS=luci.chromium.try:android_optional_gpu_tests_rel;luci.chromium.try:linux-blink-rel;luci.chromium.try:linux-chromeos-compile-dbg;luci.chromium.try:linux_optional_gpu_tests_rel;luci.chromium.try:mac_optional_gpu_tests_rel;luci.chromium.try:win_optional_gpu_tests_rel
TBR=stephana@chromium.org

Change-Id: I2b3ce4c382b09bf1f3b266acf2a5338845d1d54c
Reviewed-on: https://chromium-review.googlesource.com/c/1475700
Reviewed-by: chromium-autoroll <a3680534fa21f849f725bea9c9fb3f7f637bcd8d@skia-public.iam.gserviceaccount.com>
Commit-Queue: chromium-autoroll <a3680534fa21f849f725bea9c9fb3f7f637bcd8d@skia-public.iam.gserviceaccount.com>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#632734}",FALSE,use bulk interface,,,19_jan_2021_16a4cdc8bee84218f8767188f17c1394728092d5
apache/incubator-asterixdb,d64c4bacd6c685c4b294ecac3171a32a0b1964b7,"updated lsm harness to implement its proper interface

git-svn-id: 380da7c1207d3117f55b64aa1fd67529f17f3188@1746 123451ca-8445-de46-9d55-352943316053
",TRUE,proper interface,,,19_jan_2021_16a4cdc8bee84218f8767188f17c1394728092d5
hyperledger/fabric,368b92adbced07e02f52d17cf5fa47562fa33fa8,"Merge ""[FAB-5284] Revert `Configure` interface""",TRUE,revert interface,,,19_jan_2021_16a4cdc8bee84218f8767188f17c1394728092d5
PHPSocialNetwork/phpfastcache,bd4c714d7bade35cc75aca235705ea5745449483,"Fixed Interface typos
",TRUE,interface typo,FALSE,which interface?,19_jan_2021_16a4cdc8bee84218f8767188f17c1394728092d5
nwjs/chromium.src,8fcfed1ddf6b1c500e23355fa396cf4ea4a44367,"Revert 249095 ""Refactor pref code out of ProfileImpl.""

> Refactor pref code out of ProfileImpl.
> 
> Moved into the chrome_pref_service_factory.cc
> 
> ProfileImpl no longer has any notion of the Preferences file. This knowledge lives strictly in chrome_pref_service_factory.cc which now implements everything that needs to know about that file's path.
> 
> As per noms@'s request on https://codereview.chromium.org/145053004/
> 
> TBR=jochen (chrome/browser/chrome_browser_main.cc)
> 
> Review URL: https://codereview.chromium.org/154593002

TBR=gab@chromium.org

Review URL: https://codereview.chromium.org/156013003

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@249100 0039d316-1c4b-4281-b951-d872f2087c98
",TRUE,knowledge in factory,,,19_jan_2021_16a4cdc8bee84218f8767188f17c1394728092d5
chromium/chromium,e2ac4cc7d3885aeac46b6b107827cfca4a2b21b7,"[iOS][web] Add a way to remove the WebUI factory

The WebUIIOSControllerFactory only provided a way to register a factory.
When the factory dies (for example in tests), there are no way to remove
the factory, leading a crash the next time the factory is accessed.
This CL adds a way to deregister the factories.

Bug: 943597
Change-Id: Ic7276d3a1597ce02d47229ea63cd3ffdbc36d5fb
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1533938
Reviewed-by: Eugene But <bb025fd15c252eb28418847a17f9a409ee64be86@chromium.org>
Commit-Queue: Gauthier Ambard <9d4cf9c209f46d7011ec53b6e0d37d78e6e2845e@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#642946}",TRUE,remove factory,,,19_jan_2021_16a4cdc8bee84218f8767188f17c1394728092d5
piernik-dev/piernik,9f260da742be8eaff11bc2c859e6dc1d8b36a8eb,"[refinement_update] introduced sanitize_all_ref_flags routine
",TRUE,refienment,,,19_jan_2021_16a4cdc8bee84218f8767188f17c1394728092d5
gajim/gajim,331738391816e4e83656464024dad72039f39d8b,"put contact in observer group when we remove it but let him see our status. Fixes #1494
",TRUE,observer,,,19_jan_2021_16a4cdc8bee84218f8767188f17c1394728092d5
esrf-bliss/Lima,1f89e08f3cb47609b32fd5ae6fa22c25f23ef695,"Add a little inline doc in the code, fix the singleton pattern
",TRUE,singelton,,,19_jan_2021_16a4cdc8bee84218f8767188f17c1394728092d5
larshp/abapOpenChecks,a162e13788edb5094453f2e793d5353fe9cd7ffa,"New Check: Only Static Methods in one Class #758 (#780)

* New Check: Only Static Methods in one Class #758

* Adjust Pretty Printer

* abaplint adjusts

* abaplint

* Create 93.md

* Change of Super Class
",TRUE,static methods,,,19_jan_2021_16a4cdc8bee84218f8767188f17c1394728092d5
chromium/chromium,58b0e16aa06b1a90993d95b2730672174e3c818f,"Reduce usage of FOR_EACH_OBSERVER macro in chrome/browser

Observer lists now support range-based for loops.

BUG=655021
CQ_INCLUDE_TRYBOTS=master.tryserver.chromium.win:win10_chromium_x64_rel_ng

Review-Url: https://chromiumcodereview.appspot.com/2439493002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#426745}
",TRUE,observer,,,19_jan_2021_16a4cdc8bee84218f8767188f17c1394728092d5
chromium/chromium,b2d9b333497c4e4541708a77bf0a5fa0ebc10128,"Cleanup compositing requirement for the root layer

We already have the following logic which renders the original special
handling of compositing of the root layer redundant:
- We'll composite a LayoutView with the same rules as normal scrollers
  in PaintLayerScrollableArea::ComputeNeedsCompositedScrollingInternal();
- Any compositing in a frame will trigger compositing of the LayoutView
  and the PaintLayerCompositor.

Change-Id: I15ad83095185defadb1c780a9444acfa1828bb5b
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2216858
Reviewed-by: Stefan Zager <542cb5b73770f9741bae40d34cf7a192bc7ad2cc@chromium.org>
Commit-Queue: Xianzhu Wang <56bf68553a6eeecbbaf7c80da87195a59c9681bb@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#772395}
",TRUE,composoting,,,19_jan_2021_16a4cdc8bee84218f8767188f17c1394728092d5
