repo_name,commit,message,Is_Refactor,Is_Perfective,Is_Adaptive,Is_Corrective,Justification,Comment,Certain,Sampling
gatsbyjs/gatsby,3cfb7f206a61d68485aa9d20229fe4c869324e2d,"Disable ligatures for code blocks (#10646)

",,,,,,,,random_batch_18_nov_2020
kwsch/PKHeX,13adc38ee82393aec8d9ee3b5ccff8ffb8d22fd9,"Add elemental tutors

Closes #2443
Capture some array references to avoid re-fetching array -- array
reference is readonly so it probably won't matter
",,,,,,,,random_batch_18_nov_2020
processhacker2/processhacker,0e53a25ad54ba0d56785d17e0e577bfd2536f6c6,"peview: Add missing ELF dynamic tags
",,,,,,,,random_batch_18_nov_2020
matthiasbeyer/imag,5b4715b3117c402fcfb894842e5e91de4734432b,"Update about-text in imag-link

Signed-off-by: Matthias Beyer <1d6e1cf70ec6f9ab28d3ea4b27a49a77654d370e@beyermatthias.de>
",,,,,,,,random_batch_18_nov_2020
jhipster/generator-jhipster,9ef45ef143f677095bce9b3c0b72643a01b15222,"Merge branch 'master' of https://github.com/jhipster/generator-jhipster
",,,,,,,,random_batch_18_nov_2020
erlang/otp,c800d5f3f74bbfd49556c7a3bbe59dd85bf1f28f,"Merge branch 'peppe/common_test/dev/OTP-8803' into dev

* peppe/common_test/dev/OTP-8803:
  Add Andrey Pampukha to AUTHORS file
",,,,,,,,random_batch_18_nov_2020
gopro/gopro-lib-node.gl,4b71a45eb84db8b787e58f1f12eb6c5f77c60da1,"camera: split out clipping parameters from the perspective projection ones
",,,,,,,,random_batch_18_nov_2020
Taeung/tip,befe7c123ee4546316bb9aa9952c0e2f7c0d9c48,"powerpc/85xx: rename the corenet_ds.c to corenet_generic.c

This file is also used by some RDB and QDS boards. So the name seems
not so accurate. Rename it to corenet_generic.c. Also update the
function names in this file according to the change.

Signed-off-by: Kevin Hao <7b5c7263b051e4f30fdb05a718aacc347c3275cd@gmail.com>
",,,,,,,,random_batch_18_nov_2020
WikiEducationFoundation/WikiEduDashboard,17b5d72a72dfa410c7d3c0908b2034900ded9ecc,"Localisation updates from https://translatewiki.net.
",,,,,,,,random_batch_18_nov_2020
piernik-dev/piernik,ca22f6c1893af37ba68889d77fabe0fbbe7802c0,"[hlld] fixups to fluxes routine
",,,,,,,,random_batch_18_nov_2020
weaverplatform/weaver-sdk-js,f42bfcf1af7f43bf5c9c753618287a4b19d9d84d,"Fix test
",,,,,,,,random_batch_18_nov_2020
pyannote/pyannote-audio,55b562c13e26e8cc23a01c68ff5f17a5833b8f66,"Merge tag '1.0.1' into develop

Version 1.0.1
",,,,,,,,random_batch_18_nov_2020
Polymer/tachometer,4a6140ce02d06eba4e2baa6d8de6cafa91c9d5f9,"Add CHANGELOG entry
",,,,,,,,random_batch_18_nov_2020
gem/oq-engine,1d2a2a5ca8b1f327621c5d9c59ade5670eb4961b,"Better logging [skip CI]


Former-commit-id: b0e7076b20bbbcd96660a38d5839accdf3cb95d2 [formerly b0e7076b20bbbcd96660a38d5839accdf3cb95d2 [formerly 45070cdf65cf3951bd39869cb7178e599ab46ebc]]
Former-commit-id: e01c111e9f768002488fe584e4385095dd1cabf2
Former-commit-id: 129218ff78d0163025f9681b161db4faa39b8bfc",,,,,,,,random_batch_18_nov_2020
amatriain/feedbunch,97964eff94ee310ed8af6702e40b7585e1a6357f,"WIP: adapt dynamic feed update scheduling to Sidekiq, replacing Resque-scheduler.
",,,,,,,,random_batch_18_nov_2020
kubernetes/kubernetes,f56cbfa8d58488fc67ffab902cc2e0df0b5e29e5,"add healthz to genericapiserver
",,,,,,,,random_batch_18_nov_2020
FreeCodeCamp/FreeCodeCamp,b1371af06bfdfabf2405542287f87081c5a31632,"feat: Lint config
",,,,,,,,random_batch_18_nov_2020
stinsonga/emacs-mirror,bb1e67a02259d3c6d4ab8eda691f549a5b41f524,"Provide diary-lib not diary.
",,,,,,,,random_batch_18_nov_2020
processone/ejabberd,749033598d1e24477455c0ba747f8cd56d31937f,"Omit [info] message with number of queued stanzas

Just log a debug message if a stream management session times out and
some stanzas weren't acknowledged.
",,,,,,,,random_batch_18_nov_2020
hardbyte/python-can,8617f92c84280bf255fcda7530234f3555b50518,"Merge branch 'develop' of git://github.com/boris-wenzlaff/python-can into boris-wenzlaff-develop
",,,,,,,,random_batch_18_nov_2020
mumuki/mumuki-laboratory,8e0d28accf72171fe3d44b7c7c8b5b7e31399cf6,"Using mumukit inspection i18n feature
",,,,,,,,random_batch_18_nov_2020
gajim/gajim,84b09c988fd07216ff49f0830d72cc2fe0533488,"fix some problemswith key_press in groupchat window
",,,,,,,,random_batch_18_nov_2020
google/llvm-propeller,a48a96ef5f0b9d08b739787251e83f3773a4e92f,"Split StringMapEntry construction out of StringMap, into StringMapEntry.

llvm-svn: 34170
",,,,,,,,random_batch_18_nov_2020
atomist/automation-client-ts,27b1e467df7442a4bc420a84414acc27396d1d2f,"Autofix: tslint

[atomist:generated] [atomist:autofix=tslint]
",,,,,,,,random_batch_18_nov_2020
sfu-fas/coursys,da451049681acb98e98b973f326e9874e345590b,"fix quiz MC auto-grading
",,,,,,,,random_batch_18_nov_2020
psychopy/psychopy,48942959e36f44faa9c0405f83f0a0f8a072af91,"Merge pull request #1486 from peircej/master

Mouse from Builder supports ""clickable"" stimuli (virtual buttons)",,,,,,,,random_batch_18_nov_2020
ampproject/amphtml,0a14321a09eacdfdc8ce32ad50e06dbaf88f9171,"📖 amp-date-countdown: Add link to ABE sample (#16754)

",,,,,,,,random_batch_18_nov_2020
kubernetes/kubernetes,d0b3981f07f975b90411b8f059dfa0dced1bf3e7,"Make GenericApiServer.Run interruptable and fail on first listen
",,,,,,,,random_batch_18_nov_2020
OPENDAP/olfs,fcc71e56c3bcdbbd88467c98039645a6642e3f00,"olfs: Added XSLT for generating dynamix pages for user generated errors.
",,,,,,,,random_batch_18_nov_2020
zulip/zulip,b54aa2e415df27f930099cf1ac9eeecddc953497,"Roadmap doc: Update onboarding and administration tasks.
",,,,,,,,random_batch_18_nov_2020
eigenmethod/mol,905b3d3951bc81336d51a11d42f524cfcf18f0e9,"Merge branch 'master' of github.com:eigenmethod/mol
",,,,,,,,random_batch_18_nov_2020
TestLinkOpenSourceTRMS/testlink-code,aaf0ce7d6f922c9d4e9dca144e7de3de630e8f4e,"minor layout change
",,,,,,,,random_batch_18_nov_2020
JetBrains/intellij-community,6662f2720f4edf29b0361be604a87805fdde0c67,"Merge branch 'master' of git@git.labs.intellij.net:idea/community
",,,,,,,,random_batch_18_nov_2020
CenterForOpenScience/osf.io,3652aedbdf88d16281c0796063ae3f1c8b7c2c63,"Merge pull request #7606 from laurenrevere/feature/shorten-contrib-logs

feature/shorten contrib logs: Remove extra 'and' [OSF-8346]",,,,,,,,random_batch_18_nov_2020
prettier/prettier,9d81ff119377a287794b14d549003e8d636ac431,"chore(website): upgrade react-dom to 16.3.3 (#5720)

",,,,,,,,random_batch_18_nov_2020
atom/github,5d958430c137c6717dec2edbbeb00f346c5e85a5,"Add timing instructions to ci-build
",,,,,,,,random_batch_18_nov_2020
camunda/camunda-bpm-platform,e23aac9b707602d0e1f00daff85222d244006e06,"fix(engine): restore authorization query

- fixes build for oracle

related to CAM-5633
",,,,,,,,random_batch_18_nov_2020
Jasig/uPortal,85798e44bdbfb2ad5a0596dee95ad9565451f4c9,"NOJIRA Updating ivy skin background and link color.

git-svn-id: 477788cc2a8229a747c5b8073e47c1d0f6ec0604@15527 f5dbab47-78f9-eb45-b975-e544023573eb
",,,,,,,,random_batch_18_nov_2020
coreboot/coreboot,475d2cb19e5e822c10239167864faf647a5d93c5,"mainboard/google/reef: provide cros_gpio variant API

Add support for Chrome OS gpio ACPI table information by
providing weak implementation from the baseboard.

BUG=chrome-os-partner:56677

Change-Id: I517764b78f47fb7b3637482ff9efc053cdd1ac69
Signed-off-by: Aaron Durbin <af0622ab041e8b0f8e5819838dcc93898196e71f@chromium.org>
Reviewed-on: https://review.coreboot.org/16422
Tested-by: build bot (Jenkins)
Reviewed-by: Duncan Laurie <70662b43bc1a20b57ded72a2b08be88dd0da4841@chromium.org>
",,,,,,,,random_batch_18_nov_2020
dorkster/flare-engine-next,a2e290d082d160cab832a0494dc07888fbdec9c8,"Belarussian translation by Mikhail Karalevich
",,,,,,,,random_batch_18_nov_2020
ppc64le/build-scripts,ac05fd172011126386cbdded627e64c175e67b8d,"Build scripts for ppc64le/Linux.
",,,,,,,,random_batch_18_nov_2020
GoldenGnu/jeveassets,7729d487e67b38d573ed9785156678ab4d216d52,Code: Updated ExceptionHandler to handle NoClassDefFoundError errors and updated error texts,,,,,,,,random_batch_18_nov_2020
RasaHQ/rasa_nlu,276b489f77a47f485bcfd53c30a864b820664646,"update concertbot
",,,,,,,,random_batch_18_nov_2020
inaturalist/inaturalist,6e29ca2a35639b59d3bbe83470c29f388d6c1d8d,"Bugfix: subject imports weren't working quite right.
",,,,,,,,random_batch_18_nov_2020
DanWBR/dwsim5,8012948e94d318b69bdcfb03c5da690941721232,"PFR/CSTR editors
",,,,,,,,random_batch_18_nov_2020
mantidproject/mantid,2be75608c2315ba310a81c31682e768bc7a09125,Removed ability to perform frequency plots in data plots Re #28742,,,,,,,,random_batch_18_nov_2020
cytomine/Cytomine-core,724c309f78a9cb74dbb20c3cbf10a45ed0532f8b,"CYTO-180 Part 4

",,,,,,,,random_batch_18_nov_2020
BelledonneCommunications/linphone,6b290a01ea4fc4817aea4e53d9f623d0c4dbe952,"Fix compilation.
",,,,,,,,random_batch_18_nov_2020
wikimedia/mediawiki-extensions-MobileFrontend,d4d6daa4c9a8296bb6f0c200db43061904316fd4,"Collision avoidance now that ApiQueryExtracts is in core

Change-Id: I016a70fcccb38e527d6c7d80eb10e9295d63277f
",,,,,,,,random_batch_18_nov_2020
stephenegriffin/mfcmapi,54b068c0329112fadb0b63ceacb2d1be9a2330bd,"Fix block tree for rule condition
",,,,,,,,random_batch_18_nov_2020
embree/embree,373acc9cfb4884820235e1005fcd49ce430d7dce,"no longer using memset in Stat
",,,,,,,,random_batch_18_nov_2020
demisto/content,f4ecef7ef5d18cbcc7388df4e93f63a0e166eca5,"QRadar - deprecating classifier script - clarified release note
",,,,,,,,random_batch_18_nov_2020
nroutasuo/level13,4db45e1f800a4e51f8489fc5612910eaf0ba41a0,"[text] add proper text parameters for sectors
",,,,,,,,random_batch_18_nov_2020
Komet/MediaElch,5739738dd846f88883e9c1d8e2ce455320f684dd,"[Test] Test TMDB id reading/writing for v16 XML
",,,,,,,,random_batch_18_nov_2020
philwareham/textpattern-hive-admin-theme,86a4c4f0d36526bd80566b6076b6c5bd56d3d2ef,chore(package): update dart-sass to version 1.12.0,,,,,,,,random_batch_18_nov_2020
Alexey-T/CudaText,ee6f58bed2082508b7a079333b0b6fed320f4dea,"mac up
",,,,,,,,random_batch_18_nov_2020
SalesforceFoundation/Cumulus,30975ddf981e7a24b93d5b8eed7934e43ce6b3e0,"Merge 0fc102721382a1e669b5a4b536b4861fc895da2e into feature/kiet/orphanedAllocationBranch
",,,,,,,,random_batch_18_nov_2020
ethereum/solidity,e4bb767dcdab6121f00933b5d6af64e029a9e93c,"Document structs in ABI
",,,,,,,,random_batch_18_nov_2020
19Inocybe63/Fungiquebec,61b5026486716b5658c7b86f377d48c6a3a414af,Corr. Imleria badia,,,,,,,,random_batch_18_nov_2020
astropy/astropy,f6b05e47501e35048b1f9540841c959c4461a05f,"Fix chaining of Skycoord.__setattr__
",,,,,,,,random_batch_18_nov_2020
NeoGeographyToolkit/StereoPipeline,6b0a50d0ffe9ac0e88b4e54b0cceb0dbfef72d56,"Added time for Columbia Hills

Hooly hueka that took a long time.
",,,,,,,,random_batch_18_nov_2020
openxpki/openxpki,4b7f6a83f2c67386bf72271f6482db5aa55e177f,"Merge pull request #239 from svysh/develop

Develop",,,,,,,,random_batch_18_nov_2020
pgmasters/backrest,cf3110b0d896c75db775f6b2296c704a54d61142,"Use new Travis Trusty image.
",,,,,,,,random_batch_18_nov_2020
nextstrain/augur,1bbe77a2f953db714802de703afae5c66c4d653a,"Add unit tests for utils.ambiguous_date_to_date_range
",,,,,,,,random_batch_18_nov_2020
numixproject/numix-core,c6348a71d33e6db4627db195e4456e9414ab15fa,"Daytona demon. Fixes #142. Fixes #154. Fixes #160. Fixes #161. Fixes #162. Hotot icon. Maybe other stuff too.
",,,,,,,,random_batch_18_nov_2020
tddbin/katas,c6fe298ba6ef1d7402f6c9eeb79594c43464cf2e,Make it a kata and remove wrong test.,,,,,,,,random_batch_18_nov_2020
espressif/ESP8266_RTOS_SDK,d35bde1174324a944bea78cafce136063487bc06,"feat(newlib): add ""sys/un.h"" header file
",,,,,,,,random_batch_18_nov_2020
elnormous/ouzel,27c2318dae45998578400a3e87f4c2a35b88ffb0,"Handl D-pad value change on macOS
",,,,,,,,random_batch_18_nov_2020
TheAlgorithms/Python,a51be755d46ceaafea3a52618c1c65a3d65c6070,"Perceptron - one neuron
",,,,,,,,random_batch_18_nov_2020
astropy/astropy,06439b1788d0ed16821a135149f37f1f377463ec,"Non-resolved reference needs double backtick
",,,,,,,,random_batch_18_nov_2020
NativeScript/NativeScript,04c65392a2e8a29c059b67d1b26425ac1dd2a632,"test: ignore None transition scenario for api19 (#8035)

",,,,,,,,random_batch_18_nov_2020
AzureAD/microsoft-authentication-library-for-objc,742df7b86d87af37cf67679e4c5ea0e76e43128e,"Merge commit '6abf960b232d11b07d93f2456c7cfd2cb01340d5' into rpangrle/interactive-request-flow
",,,,,,,,random_batch_18_nov_2020
zulip/zulip,47abd9c522cfdb4caf8c5e558633f28bdf7fdb30,"i18n: Update translations (including complete Korean!)
",,,,,,,,random_batch_18_nov_2020
deeponion/deeponion,32a726846d191796ba76e844a9aa1e7da0a9ed13,"util: Fix multiple use of LockDirectory

This commit fixes problems with calling LockDirectory multiple times on
the same directory, or from multiple threads. It also fixes the build on
OpenBSD.

- Wrap the boost::interprocess::file_lock in a std::unique_ptr inside
  the map that keeps track of per-directory locks. This fixes a build
  issue with the clang 4.0.0+boost-1.58.0p8 version combo on OpenBSD
  6.2, and should have no observable effect otherwise.

- Protect the locks map using a mutex.

- Make sure that only locks that are successfully acquired are inserted
  in the map.

- Open the lock file for appending only if we know we don't have the
  lock yet - The `FILE* file = fsbridge::fopen(pathLockFile, ""a"");`
  wipes the 'we own this lock' administration, likely because it opens
  a new fd for the locked file then closes it.

Github-Pull: #12422
Rebased-From: fc888bfcacb875c45bc8f9d7ca1357ab70a30490
Tree-SHA512: c8b8942fad9ea9d9e55f8e5e360f7cf3a8b00cd17e6bc5ec5895e1e6ddcbca796e62e82856e82f0562869a624d75ad510e108077461bb47a87b2b52be0aba866
",,,,,,,,random_batch_18_nov_2020
google/llvm-propeller,7370dad18e3b75a0d1b04f69138cde19f4e3723b,"[opt-viewer] Treat remarks with different attributes as different

We used to exclude arguments but for a diffed YAML file, it's interesting to
show these as changes.

Turns out this also affects gvn/LoadClobbered because we used to squash
multiple entries of this on the same line even if they reported clobbers
by *different* instructions.  This increases the number of unique entries now
and the share of gvn/LoadClobbered.

Total number of remarks      902287

Top 10 remarks by pass:
  inline                         43%
  gvn                            37%
  licm                           11%
  loop-vectorize                  4%
  asm-printer                     3%
  regalloc                        1%
  loop-unroll                     1%
  inline-cost                     0%
  slp-vectorizer                  0%
  loop-delete                     0%

Top 10 remarks:
  gvn/LoadClobbered              33%
  inline/Inlined                 16%
  inline/CanBeInlined            14%
  inline/NoDefinition             7%
  licm/Hoisted                    6%
  licm/LoadWithLoopInvariantAddressInvalidated  5%
  gvn/LoadElim                    3%
  asm-printer/InstructionCount    3%
  inline/TooCostly                2%
  loop-vectorize/MissedDetails    2%

llvm-svn: 296766
",,,,,,,,random_batch_18_nov_2020
vroyer/elassandra,0b730aae817d8eec9bb0c3cd6b819993a9a09955,"Pass on filterStrategy in XFilteredQuery if query is rewritten
",,,,,,,,random_batch_18_nov_2020
jacksonic/vjlofvhjfgm,31d1096856b43908be976b01ae484daee6a73b6b,"Removing unnecessary implements in the views
",,,,,,,,random_batch_18_nov_2020
edx/edx-platform,28f7a68e4238c57db001333d35f313f94983418b,"fix grammar
",,,,,,,,random_batch_18_nov_2020
openzim/zimfarm,3c14089d19d353350bd03d5d5720156e98da9ffe,"Detecting stuck tasks (#224)

* detect when mwoffliner get stuck

* POC async

* dependencies

* move wait_for_finish
",,,,,,,,random_batch_18_nov_2020
domoticz/domoticz,b782a128794cedcd9c204ce7f7d4d0729b9e2aa8,"Changed Javascript translation system to I18Next
Fixed: TeleInfo (TDF) Hardware ID
",,,,,,,,random_batch_18_nov_2020
Taeung/tip,da1b5c95e49bb564ae8c61ed135d34ed09acbb66,"V4L/DVB (10140): gp8psk: fix incorrect return code (EINVAL instead of -EINVAL)

Signed-off-by: Hans Verkuil <f625be9dbdcbbd12a043857af148e8fb895d9a1d@xs4all.nl>
Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@redhat.com>
",,,,,,,,random_batch_18_nov_2020
xia2/xia2,7ee6810a5a18b9161423a9d548f6c32622bb3722,"Drop six
",,,,,,,,random_batch_18_nov_2020
inverse-inc/packetfence,28a9a03fef8d10ba93e9d4e80877069ad538e386,"(web admin) Improve debugging with Vue.js devtools
",,,,,,,,random_batch_18_nov_2020
veyon/veyon,9c768657cf9b2b77887aa5167a8052694dbe6511,"fixes in Polish localization-files by Robert Radko <robert/at/radko/dot/pl>

git-svn-id: 0a0c000dac36194f7eb58c0704622b45a9e0218b@285 d6290f70-d918-0410-89a7-c2321b9b1c3d
",,,,,,,,random_batch_18_nov_2020
iiet/iiet-git,6db65143db5003f74ddb1c9868a3d852e5661a0a,"Merge branch 'master' into dz-merge-request-version

Signed-off-by: Dmitriy Zaporozhets <be23d75b156792e5acab51b196a2deb155d35d6a@gmail.com>
",,,,,,,,random_batch_18_nov_2020
Taeung/tip,dc2279e169f0676b969014c02689c4bbb069ad01,"drm/i915: Use execlists_num_ports instead of size of array

There is function to tell how many ports we have, so use it.
We still have direct relationship with array size and port count,
so no harm was done.

Fixes: 76e70087d360 (""drm/i915: Make execlist port count variable"")
Cc: Mika Kuoppala <cd221c71e765d1ce593d15b204fee351fb09fd98@intel.com>
Cc: Chris Wilson <711c73f64afdce07b7e38039a96d2224209e9a6c@chris-wilson.co.uk>
Signed-off-by: Mika Kuoppala <cd221c71e765d1ce593d15b204fee351fb09fd98@intel.com>
Reviewed-by: Chris Wilson <711c73f64afdce07b7e38039a96d2224209e9a6c@chris-wilson.co.uk>
Reviewed-by: Joonas Lahtinen <a11ca63949063c01fa551bf27c25e0fe898387c4@linux.intel.com>
Link: https://patchwork.freedesktop.org/patch/msgid/20171010114857.13108-1-cd221c71e765d1ce593d15b204fee351fb09fd98@intel.com
",,,,,,,,random_batch_18_nov_2020
wso2/carbon-analytics,ae4cf2f0bdc0036b97da7036b56141a62d5b7aa4,"Rename the titles displayed for join, sequence and pattern queries
",,,,,,,,random_batch_18_nov_2020
zstackio/zstack-utility,4579bf737c9edf5a28a1b69c853ab59947e861fe,"update installation output
",,,,,,,,random_batch_18_nov_2020
JacquesCarette/literate-scientific-software,82f8b8d53cae09f4fdb214f81217459edc1b1660,"issue #275
",,,,,,,,random_batch_18_nov_2020
vespa-engine/vespa,9f9e7e5f9b2b9b28c3bba4bdc2f185db7dc071da,"Merge pull request #4237 from vespa-engine/hmusum/log-when-config-is-updated

Log when config is updated",,,,,,,,random_batch_18_nov_2020
AlloyTeam/Nuclear,e7678ac5f976bb849236d0a4956108187a43c275,"omim -delete list-preview typography
",,,,,,,,random_batch_18_nov_2020
jumpserver/jumpserver,d1358b3d4f6dc81a6b22d40534bd342d0d1fa13e,"修改bug
",,,,,,,,random_batch_18_nov_2020
googleapis/google-cloud-java,6ebbc19d44d26a0e95209557192915cb2cf7728d,"fix incorrect link (#3748)

",,,,,,,,random_batch_18_nov_2020
openshift/origin,ef9d5a23ffdfc4add635d4bc76a0632270dadb7a,"Merge pull request #20414 from smarterclayton/panic_in_build

Prevent panic in build controller when pod has already been deleted",,,,,,,,random_batch_18_nov_2020
erikerlandson/coulomb,a0eaeedaf4cc300d22cec14cd211077071699794,"refactor, use #Type to make 'with' constraints work better
",,,,,,,,random_batch_18_nov_2020
archesproject/arches,68b9c30ee687fd457773141f5b8148dde9ff05d3,"upgrading mapbox gl draw
",,,,,,,,random_batch_18_nov_2020
merenlab/anvio,632077c6002aabe2c295d397ac4d32ce20526634,"this will be handled in backend
",,,,,,,,random_batch_18_nov_2020
openssl/openssl,1bee9d6b6c3bf9519bf46fd1a67d5f07eb2c9cb3,"Fix ct_test to not assume it's in the source directory

ct_test assumed it's run in the source directory and failed when built
elsewhere.  It still defaults to that, but can be told another story
with the environment variables CT_DIR and CERTS_DIR.

Test recipe updated to match.

Reviewed-by: Matt Caswell <1fa2ef4755a9226cb9a0a4840bd89b158ac71391@openssl.org>
Reviewed-by: Emilia Käsper <6521fc25e7624eef7c3a0d89b71de7e612d27d37@openssl.org>
Reviewed-by: Rich Salz <c04971a99e5a9ee80eaab4b1deb37e845b0bd697@openssl.org>
",,,,,,,,random_batch_18_nov_2020
cacheflowe/haxademic,263d0ecc575e5b0e03e77ada7f26ca6958643eae,"Add vignette inverse
",,,,,,,,random_batch_18_nov_2020
Taeung/tip,c6cc32a2133cb1eb5aa28ced1852aab2aeaf357a,"bnxt_en: Add support for BCM957504

Add support for BCM957504 with device ID 1751

Signed-off-by: Erik Burrows <b6dad0a2161a0e8e53b5e9ec7afd04a70877f132@broadcom.com>
Signed-off-by: Michael Chan <3f2e970908f19805ed8a131f8c48f96300c6323e@broadcom.com>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",,,,,,,,random_batch_18_nov_2020
openpnp/openpnp,d5fd8d815aa074f8987990ecbf00ef60bafdca57,"More wizard work, mostly.
",,,,,,,,random_batch_18_nov_2020
materialsproject/pymatgen,66cd601e1aeca5ec1e6ec3123d0712a4aea497e1,"work with lower gcc version
",,,,,,,,random_batch_18_nov_2020
ovh/cds,e991c2b082830fde76fb049da4d1b69269f3ff7c,"feat: improve handler return + update project modify date (#95)

",,,,,,,,random_batch_18_nov_2020
openwrt/luci,0f17de5cdf62e271b911d5f4e2e8bc1f60c4a513,"Commit from LuCI Translation Portal by user jow.: 107 of 108 messages translated (1 fuzzy).
",,,,,,,,random_batch_18_nov_2020
3scale/3scale_toolbox,eb20ee40d17c8150498fef90f147b76e9ee0ad40,"application delete command
",,,,,,,,random_batch_18_nov_2020
Sage-Bionetworks/SynapseWebClient,0de26292548b127c8e920e6878b705a1a3a01c14,"inject css and js from the cdn
",,,,,,,,random_batch_18_nov_2020
joomla/joomla-cms,ae99251bf11ad2a56dfb00ccff25a78bed6c8d2a,"Merge branch '3.9-dev' of github.com:joomla/joomla-cms into 3.9-dev
",,,,,,,,random_batch_18_nov_2020
mojyt/cpptraj,aa272d0bf26075e412b91d291725bb4d1509f35b,"Start turning on compiler warnings.  They are currently enabled for sqm, sander,
and cpptraj.
",,,,,,,,random_batch_18_nov_2020
Riverscapes/pyBRAT,7b701624e4fb529922d3e3739a12aa7379d07d3c,"Merge branch 'master' of https://github.com/Riverscapes/pyBRAT
",,,,,,,,random_batch_18_nov_2020
sanity-io/sanity,f93dcf09057134cba101104e9ec5de35b34990d4,"Fix slate code that moved around by 2006423ca18fbe20ab925714eb6df1ef90edbc74 and nearby commits
",,,,,,,,random_batch_18_nov_2020
jasp-stats/jasp-desktop,776ca87d224758d04a1757692f5a207a11018482,"Merge pull request #222 from quentingronau/development

B t test plots: added heading to sequential plot",,,,,,,,random_batch_18_nov_2020
UniStuttgart-VISUS/megamol,769db94cb50db27bb2f5023781da1a0240893a78,"project renamed from ""mmstd.volume"" to ""mmstd_volume""
Also project directory structure updated to the way it should be.

git-svn-id: 899d168eebf4a3093c892305f0c35c7e2d5a315b@38 89e398a0-8ae2-4b47-a508-3d7a1262af8f
",,,,,,,,random_batch_18_nov_2020
SAP/openui5,ebeedb1f0ba0f0b49a3b6ed640181803fc211069,"Merge ""[INTERNAL] sap.ui.table.*: Quartz High Contrast Adaptations""",,,,,,,,random_batch_18_nov_2020
totaljs/jComponent,711388a54759632153f63a054251b484f25e5521,"Add new features.
",,,,,,,,random_batch_18_nov_2020
ArnaudBuchholz/gpf-js,71a928c4e32fdde04f2859fcee7b60e191a49976,"New version
",,,,,,,,random_batch_18_nov_2020
ppy/osu,2bedffc00fce72c0f15514599a6eb37ecff1b48a,"Add tests
",,,,,,,,random_batch_18_nov_2020
OpenSID/OpenSID,2cd3ba8035a2f1930b2325970cb246d73605e0b3,"Merge branch 'fusionid-patch-3' of https://github.com/OpenSID/OpenSID into fusionid-patch-3
",,,,,,,,random_batch_18_nov_2020
DevicePilot/synth,18026a0c173c1fedca11f5aeb60e853cec33524a,"Merge branch 'master' of https://github.com/DevicePilot/synth
",,,,,,,,random_batch_18_nov_2020
Taeung/tip,b8fcfa42e4ec5d55d4cccd5c728415e8bca0539d,"batman-adv: check for more space before accessing the skb

In batadv_check_unicast_ttvn() the code accesses both the unicast header and the
Ethernet header in the payload. For this reason pskb_may_pull() must be invoked
to check for the required space.

Signed-off-by: Antonio Quartulli <ed91ce0fd2670d4a98b12fc9ec6b7a497c7ed53f@autistici.org>
",,,,,,,,random_batch_18_nov_2020
arangodb/arangodb,e6684f9d2fb04abc9a39c259ab7422a8e57a5d8e,"small optimizations for expressions
",,,,,,,,random_batch_18_nov_2020
qt-labs/qbs,6f7d366147117eae3c0e7e5992e15ebee502b389,"Fix bug in Info.plist replacement algorithm.

i is already after the close token at this point, and this fixes the
following example case: '$(AppIdentifierPrefix)$(CFBundleIdentifier)'.

Change-Id: I7d1982a8ef6f3a9024417c6ccd3684549ce60110
Reviewed-by: Christian Kandeler <3aa99dcdd3f0cac61fb81c2a11771c0cc2497607@theqtcompany.com>
",,,,,,,,random_batch_18_nov_2020
8398a7/abilitysheet,5e9166e33c706faf0e76f95fa0babb8f4c244030,"Merge branch 'release/0.2.0'
",,,,,,,,random_batch_18_nov_2020
streetmix/streetmix,8d88803bb23a3894645ed38a6eb587fd1ebab6df,"Better loading.
",,,,,,,,random_batch_18_nov_2020
Fluorohydride/ygopro-scripts,5883835873eb4bd306ffd4878feab0af2f30b501,"Merge pull request #206 from DailyShana/replace-effect

fix Red Supremacy",,,,,,,,random_batch_18_nov_2020
Gaia3D/mago3djs,8772ab38efeb133b074ca09ace53536770331942,"Merge pull request #785 from Gaia3D/goodbye-greenkeeper

Goodbye Greenkeeper 👋",,,,,,,,random_batch_18_nov_2020
