repo_name,commit,message,Is_Security,Is_Fix,Is_Security_Fix,Justification,Certain,Comment,Sampling
concrete5/concrete5,32b83a64274be46713fd45888b9d7ed6941640e7,"Fix sub-page permissions inheritance from page type


Former-commit-id: 18297763a35c7853b4727db5fbc7132b07217de4",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
gitlabhq/omnibus-gitlab,ccf560133172cd40e9adcd6f65eb20654be8e9a8,"Update runit cookbook to only change permissions on pipes if they are
incorrect

By default, the :touch action runs every time.
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
eProsima/Fast-RTPS,9b7f1437ec8f264fb53042fe4a999d2704923295,"RTPSMessageGroup_t preallocation (#1032)

* Refs #7166 RTPSMessageGroup_t preallocation

This is a port of #938 and #979 and 3778a97 from 1.9.X

* Refs #7116. Separating RTPSMessageGroup_t into a private header.

* Refs #7116. Passing send buffers management responsibility to RTPSParticipantImpl.

* Refs #7116. RAII on RTPSMessageGroup_t.

* Refs #7116. Protecting access to buffer pool.

* Refs #7116. Preallocating one buffer per expected thread.

* Refs #7116. Protecting access to buffer pool with specific mutex.

* Refs #7116. New SendBuffersManager class.

* Refs #7116. Allowing wrapping buffer on RTPSMessageGroup_t.

* Refs #7116. Using a single allocation for all initially allocated buffers.

* Refs #7116. Adding assertion.

* Refs #7116. Fixed alignment.

* Refs #7116. Correct calculation of raw buffer size.

* Refs #7116. Early return on security initialization failure.

* Refs #7116. Making send buffers allocation configurable.

* Refs #7116. Adding XML configuration for send_buffers allocation.

* Refs #7116. Adding participant allocation attributes to XML parser unit test.

* Refs #7165. Fixed warnings.

* Refs #7165. Fixed leak.

* Refs #7165. Return send buffer even if an exception is thrown.

* Refs #7165. Correctly return send buffer.

* Fixed build without security.

* Refs #7166. Apply suggestions from code review

Co-authored-by: Miguel Company <8e22e93d3fc2e7264deef6de9af32f393c0e29cd@eprosima.com>
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
eduNEXT/edunext-platform,4c3c8a9a2e166dca6b0ed750e78280c56b6d2950,"Fix certificate requests
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
hydroshare/hydroshare,37e0c182834b47aabc07a2eeeabb269ad69b14af,"fix access permissions
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
nwjs/chromium.src,2a5da822dd88c4eb3c538c134fd4b81f1207b8fb,"Allow gaia auth fetcher to work with arbitrary clients.

BUG=581793
TEST=Extended GaiaAuthFetcherTest passes
TEST=Tested together https://codereview.chromium.org/1618193003/.
     Auth code is returned for GMS Core client id and is consumed
     at Android.

Review URL: https://codereview.chromium.org/1644713002

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#371989}
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
taigaio/taiga-front,8737fc8cb051d9509542e324cbf394815ff8547d,"fix(permissions): text role estimations
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
facebookexperimental/eden,509744ddfcfd3c75d7adc250bcd723c16d0a6958,"ssh: unban the use of pipe character in user@host:port string

This vulnerability was fixed by the previous patch and there were more ways
to exploit than using '|shellcmd'. So it doesn't make sense to reject only
pipe character.

Test cases are updated to actually try to exploit the bug. As the SSH bridge
of git/svn subrepos are not managed by our code, the tests for non-hg subrepos
are just removed.

This may be folded into the original patches.
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
chromium/chromium,da31a1969b12d151eba84c1f709414f8d239e26e,"Gardening: http/tests/security/contentSecurityPolicy/1.1/frame-ancestors/frame-ancestors-nested-same-in-same-url-block.html flaky

BUG=353763
TEST=
TBR=zmo@chromium.org

Review URL: https://codereview.chromium.org/203293008

git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@169489 bbb929c8-8fbe-4397-9dbb-9b2b20218538
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
tprrt/linux-stable,66f3731f39970ad670ddba02cfb32740911d5da6,"Merge tag 'omap-for-v4.16/sram-fix-signed' of ssh://gitolite.kernel.org/pub/scm/linux/kernel/git/tmlind/linux-omap into fixes

Pull ""Two fixes for omap variants for v4.16-rc cycle"" from Tony Lindgren:

Fix insecure W+X mapping warning for SRAM for omaps that
don't yet use drivers/misc/*sram*.c code. An earlier attempt
at fixing this turned out to cause problems with PM on omap3,
this version works with PM on omap3.

Also fix dmtimer probe for omap16xx devices that was noticed
with the pending dmtimer move to drivers. It seems this has
been broken for a while and is a non-critical for booting.
It is needed for PM on omap16xx though.

* tag 'omap-for-v4.16/sram-fix-signed' of ssh://gitolite.kernel.org/pub/scm/linux/kernel/git/tmlind/linux-omap:
  ARM: OMAP: Fix SRAM W+X mapping
  ARM: OMAP: Fix dmtimer init for omap1
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
psychopy/psychopy,2f8b2e226dfd94dfff4e2d32505ec68db363743e,"ENH: test_all_stimuli is not intended to be ran as script -- removing shebang/permissions
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
nwjs/chromium.src,b6f9f9e74b74983f4ba51d327251f400f5f7778b,"net/tools/print_certificates.py: support DER encoded PKCS #7

Bug: 
Change-Id: Iecba58edbec290180e86bab93ccc20e7edc1dcc8
Reviewed-on: https://chromium-review.googlesource.com/692851
Commit-Queue: Matt Mueller <df5c91f9a303512cf04e7877651444295be288b1@chromium.org>
Reviewed-by: Eric Roman <0ff3f513126b8ac069086ab3362de387f0f0f6a5@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#506169}",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
languagetool-org/languagetool,ced84cd2af62bf02ef6d8a46b7029b1bb4b0740d,"Revert ""[en] NN and NNS POS for 'do' and 'dos'""

This reverts commit daafc2aaf41e3fdad520e66b29fd098c327c75ab.
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
google/exposure-notifications-verification-server,0a937a3d635ebdf8627c308cf8cd1d4e8809e066,"Change some error levels for certificate api (#1456)

* change som error levels for cert api

* Update pkg/controller/certapi/certapi.go

Co-authored-by: Seth Vargo <25a3b6cc85a8cde49f8b0f9aa21c050bc04072d4@sethvargo.com>

* Update pkg/controller/certapi/certapi.go

Co-authored-by: Seth Vargo <25a3b6cc85a8cde49f8b0f9aa21c050bc04072d4@sethvargo.com>

* Update pkg/controller/certapi/certapi.

Co-authored-by: Seth Vargo <25a3b6cc85a8cde49f8b0f9aa21c050bc04072d4@sethvargo.com>

* Update pkg/controller/certapi/certapi.go

Co-authored-by: Seth Vargo <25a3b6cc85a8cde49f8b0f9aa21c050bc04072d4@sethvargo.com>

* errs

Co-authored-by: Seth Vargo <25a3b6cc85a8cde49f8b0f9aa21c050bc04072d4@sethvargo.com>",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
symfony/symfony,482e9edc506e94d5b7dd3a9f2598757e01aa1d42,"bug #20734 [Security] AbstractVoter->supportsAttribute gives false positive if attribute is zero (0) (martynas-foodpanda)

This PR was merged into the 2.7 branch.

Discussion
----------

[Security] AbstractVoter->supportsAttribute gives false positive if attribute is zero (0)

| Q             | A
| ------------- | ---
| Branch?       |  2.7
| Bug fix?      | yes
| New feature?  | no
| BC breaks?    | no
| Deprecations? | no
| Tests pass?   | yes
| Fixed tickets |
| License       | MIT
| Doc PR        |

Issue is easy to reproduce with test giving negative data set.
0 should not pass as supported attribute for any set of attributes but it does as in_array in the method does not use flag 'strict' set to true.

As this is abstract voter and is used by users with their code flag 'strict' should be set to true.
Since is there in 2.7 and 2.8 (LTS) IMHO it should be fixed.

Commits
-------

8306530 [Security] AbstractVoter method supportsAttribute gives false positive if attribute is zero (0)
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
symfony/symfony,c1bfa46feba48c766a60ccea91aed8447c67d98b,"Merge branch '2.8' into 3.0

* 2.8:
  [Process] Enhance compatiblity with --enable-sigchild
  [Validator] removes unused variable in LengthValidator class.
  [FrameworkBundle] [Bug] Fixes new InputStyle bug #16920
  fix short array syntax for php 5.3
  [Serializer] Fixed  on array of objects in .
  [Process] Always call proc_close
  [Form] Add missing tests for StringUtil::fqcnToBlockPrefix()
  [Security] Fix a Polyfill import statement in StringUtils
  [Validator] Updated Luxembourgish translations for 2.8
  Improved the code of the commands that use the new SymfonyStyle class
  disable server commands without Process component
  list all server command names in suggestion
  Suggested Process dependency
  disable server:run cmd without Process component
  Suggested Process dependency
  [FrameworkBundle] prevent cache:clear creating too long paths
  [FrameworkBundle] [Translation] Fixed translations not written when no translations directory in update command

Conflicts:
	.travis.yml
	src/Symfony/Bridge/Twig/Command/LintCommand.php
	src/Symfony/Bundle/FrameworkBundle/Command/ConfigDebugCommand.php
	src/Symfony/Bundle/FrameworkBundle/Command/ContainerDebugCommand.php
	src/Symfony/Bundle/FrameworkBundle/Command/RouterApacheDumperCommand.php
	src/Symfony/Bundle/FrameworkBundle/Command/RouterDebugCommand.php
	src/Symfony/Bundle/FrameworkBundle/Command/ServerRunCommand.php
	src/Symfony/Bundle/FrameworkBundle/Command/TranslationDebugCommand.php
	src/Symfony/Bundle/FrameworkBundle/Command/YamlLintCommand.php
	src/Symfony/Bundle/TwigBundle/Command/DebugCommand.php
	src/Symfony/Component/Security/Core/Util/StringUtils.php
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
CTSRD-CHERI/u-boot,7065b7d466dfc4fbfa8a608cf21206efe59c01d9,"powerpc/p4080: Add support for secure boot flow

Pre u-boot Flow:
1. User loads the u-boot image in flash
2. PBL/Configuration word is used to create LAW for Flash at 0xc0000000
   (Please note that ISBC expects all these addresses, images to be
    validated, entry point etc within 0 - 3.5G range)
3. ISBC validates the u-boot image, and passes control to u-boot
   at 0xcffffffc.

Changes in u-boot:
1. Temporarily map CONFIG_SYS_MONITOR_BASE to the 1M
   CONFIG_SYS_PBI_FLASH_WINDOW in AS=1.
   (The CONFIG_SYS_PBI_FLASH_WINDOW is the address map for the flash
    created by PBL/configuration word within 0 - 3.5G memory range. The
    u-boot image at this address has been validated by ISBC code)
2. Remove TLB entries for 0 - 3.5G created by ISBC code
3. Remove the LAW entry for the CONFIG_SYS_PBI_FLASH_WINDOW created by
   PBL/configuration word after switch to AS = 1

Signed-off-by: Ruchika Gupta <7453943058cfffff716a48744f199da12f4a1770@freescale.com>
Signed-off-by: Kuldip Giroh <01aa5d078b67dfee555a42a8d7650ffc8c672c12@freescale.com>
Acked-by: Wood Scott-B07421 <f0271ee5705784f670be1a5b789ef483c811049a@freescale.com>
Signed-off-by: Kumar Gala <383ef5577c6e1178b93f59ec8d0936f76d2a98c4@kernel.crashing.org>
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
Fluorohydride/ygopro-core,976e3a51b707030d666efcdd38103cd7c99354a8,"fix chain attack

after applying Duel.ChainAttack, other attack can only select chain_attack target
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
GraphWalker/graphwalker-project,0e76d89bbbd01f710a26dc5b1ab37f1a2a677316,"Removed secrets necessary for deploy. 

Reverted those keys.",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
genome/civic-server,e5bb52ccd2416a468e3b091efeeae4832d5d9751,"check permissions correctly
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
appleboy/gorush,97eae1fab42b400afbd007d97d0ac1e183bdfdca,"feat: support Automatically install TLS certificates from Let's Encrypt. (#205)

* feat: support Automatically install TLS certificates from Let's Encrypt.

* refactor: update tls server.

* fix: missing tls package.

* fix: drop 1.6.x support

* docs: update readme.

* fix: listen tcp :443: bind: permission denied
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
philwareham/textpattern-classic-admin-theme,c74c065533cf7bce3ef244033c93fb5c00830a1e,"fix: package.json to reduce vulnerabilities

The following vulnerabilities are fixed with an upgrade:
- https://snyk.io/vuln/SNYK-JS-JQUERY-565129
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
symfony/framework-bundle,efb1ea6f935c8ee3099623e93dfa40da6893cd69,"Merge branch '3.1'

* 3.1: (24 commits)
  [Yaml] fix exception contexts
  Added people - person inflection
  People - person singularization
  [Yaml] properly handle unindented collections
  [Serializer] Add test for ignored attributes during denormalization
  chomp newlines only at the end of YAML documents
  Fixed server status command when port has been omitted
  Update UPGRADE FROM 2.x to 3.0
  [Config] Allow schemed path in FileResource
  fix removed commands wording in upgrade file
  Catch \Throwable
  Catch \Throwable
  [DependencyInjection] Avoid generating call_user_func in more cases
  [Validator] Support for DateTimeImmutable
  [YAML] fixed ""dump"" signature in upgrade file
  [Cache] Rename nonce to version
  [FrameworkBundle] update upgrade instructions
  Use levenshtein level for better Bundle matching
  [WebProfilerBundle] Fix CORS ajax security issues
  remove methods that were needed for PHP 5.3
  ...
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
samba-team/samba,1bf7ab49b4459e81ab2b82d9668b3d7cb76372f4,"s4:rpc_server: let dcesrv_auth_response() handle sig_size == 0 with auth_info as error

Don't send plaintext on the wire because of an internal error...

BUG: https://bugzilla.samba.org/show_bug.cgi?id=11061

Signed-off-by: Stefan Metzmacher <f1988b9e977fc98ae4b41148d1c7fe6accb829c3@samba.org>
Reviewed-by: Jeremy Allison <35bfff75a97c98dfccf9f835d7bbf4ab7904e719@samba.org>
Reviewed-by: Andreas Schneider <5be00ddc76278cf6077f5047ca3384a88460c671@samba.org>
Reviewed-by: Andrew Bartlett <9503ccf2b9baea7c4d590fbd562f8b0a297738eb@samba.org>
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
debugtalk/ApiTestEngine,56679684a9eab7f43d0a9add05b7db30d64edfea,"fix #66: Permission denied error when testset file is read only.
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
Shopify/shipit-engine,23c868ce2a177ff411b5506ae2a7be8c3e791f36,"Merge pull request #604 from Shopify/fix-deploy-url-xss

fix xss in deploy url",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
etcd-io/etcd,bc5d7bbe034704ec854711ad26f2ee66eb747bdd,"auth, e2e, clientv3: the root role should be granted access to every key

This commit changes the semantics of the root role. The role should be
able to access to every key.

Partially fixes https://github.com/coreos/etcd/issues/6355
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
CCAFS/MARLO,99f4aa91d14733a7676d0e24cc39b52d64b9a662,"Fix CP Rol Permission in Funding source interceptor
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
Icinga/icingaweb2,4eb61c2bcf9b86821e7bddb92e004da8c3a31ed6,"Revert breaking change in Auth::isAuthenticated()

refs #12580
fixes #13281
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
nwjs/chromium.src,3d9fa8719b092361eb0a6baec91d378599e74b75,"Check the mime type of cross-origin CSS fetched via the Service Worker.

BUG=598077

Review URL: https://codereview.chromium.org/1861243002

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#385441}
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
hexagonkt/hexagon,36e3e26a4b2eb6c0edc06f800d4855d0d52b0749,"Documentation (#190)

* Add issue template metadata

* Add Google Analytics

* Fix site host

* Improve HTML structure

* Add page edition, Disqus comments and page header

* Update architecture diagram

* Refactor CSS styles

* Improve site documentation

* Upgrade Gradle

* Update version

* Ass issue templates

* Documentation page change style

* Set next version

* Fix typo

* Update Gradle wrapper

* Improve core utilities

* Port site to Bootstrap 4

* Improve core utilities

* Improve server request usage

* Improve server request usage

* Improve server request usage

* Improve server request usage

* Add dependency injection prototype

* Set next version

* Update issue templates to latest Github standard

* Refactor dependency injection

* Improve benchmark

* Improve DI coverage

* Refactor code

* Set next version

* Add Graal support (WIP)

* Improve documentation styles

* Make site generation simpler

* Improve site

* Improve site

* Improve site

* Improve site

* Site style changes

* Fix warning

* Update documentation

* Update documentation

* Add Graal benchmark (WIP)

* Small improvements

* Add new settings source

* Update quick start example

* Improve request interface

* Upgrade Gradle

* Fix Quick Start sample

* Refactor HTTP request, response and session

* Add multipart support

* Comply with Kotlin Coding Standard

* Chores

* Update Gradle

* Update Kotlin version

* Improve documentation

* Improve map helpers

* Change HTTP server use interface

* Change HTTP server usage

* Ease HTTP server usage

* Ease HTTP server usage

* Ease HTTP server usage

* Set next release version number

* Fix build problem

* Fix build problem

* Upgrade Jacoco version

* Move to package directories

* Move to package directories

* Set new release version

* Set new release version

* Set new release version

* Move to package directories

* Move to package directories

* Move to package directories

* Move to package directories

* Move to package directories

* Update dependencies' versions

* Move to package directories

* Move to package directories

* Chores

* Try Sonarqube

* Improve documentation

* Do not force test execution

* Ignore Sonarqube artifacts

* Move Sonarqube support from Travis to Gradle

* Add Sonarqube support

* Add Sonarqube token encrypted

* Update Benchmark build Docker image

* Support Sonarqube

* Small fixes

* Fix documentation link

* Fix documentation links

* Improve documentation

* Improve documentation

* Refactor HTTP server port

* Refactor HTTP server port

* Improve the starter code

* Clean tests

* Clean documentation

* Fix Dokka samples

* Improve samples

* Improve starter code

* Improve documentation

* Improve documentation

* Improve build scripts

* Use new Gradle task definition syntax

* Upgrade dependencies

* Use new Gradle task definition syntax

* Update documentation

* Use new Gradle task definition syntax

* Move build logic to Kotlin scripts

* Use widely accepted Docker Compose file

* Use widely accepted Dockerfile

* Optimize build

* Refactor benchmark

* Replace WireMock by HTTP server

* Rename readme file to adopt widely used convention

* Rename readmes

* Improve documentation

* Add test coverage

* Improve tests

* Improve tests

* Add tests

* Improve tests

* Reformat

* Refactor

* Improve documentation

* Next release version

* Improve tests

* Fix tests

* Improve examples and documentation

* Delete unused import

* Formatting

* Use fixed versions

* Remove unused test

* Allow any type in response headers

* Allow `after` filters to execute after halt

* Improve examples

* Fix documentation

* Clean test

* Clean test

* Update site

* Fix examples

* Add files example

* Fix assets serve and test file upload

* Refactor remaining unsorted tests

* Add Todo test and example

* Upgrade Gradle version

* Improve task dependencies

* Fix site style

* Change Gradle deprecated 'compile' scope

* Change Gradle deprecated 'compile' scope

* Implement Todo test

* Chores

* Add test

* Fix invalid response status when filters are used

* Modularize build scripts

* Improve build scripts

* Improve site

* Update Gradle

* Next release version

* Update documentation

* Update documentation

* Minor changes

* Make readme simpler

* Simplify documentation

* Upgrade Kotlin version

* Improve Gradle build scripts

* Improve documentation

* Improve documentation

* Upgrade versions

* Add MkDocs support

* Rename ""site"" Gradle helper

* Improve GitHub readme and add a pending task

* Document MkDocs usage (still a draft)

* Add MkDocs site deployment

* Style adjustments

* Fix content

* Add missing site information

* Adjust Material theme

* Add MkDocs extensions

* Fix footer

* Update documentation

* Improve documentation

* Delete JBake site generation

* Update documentation

* Test Docker Compose usage

* Upgrade dependencies

* Improve site

* Fix build

* Improve documentation

* Upgrade versions

* Improve documentation

* Fix readme links

* New release

* Update documentation

* Improve JMH helper build script

* Improve documentation

* New release version

* New release version

* Fix SonarQube warning

* Document problem with RabbitMQ container

* Add JavaScript output directory parameter

* Add build scripts documentation

* Update Developer Guide

* Improve documentation

* Improve documentation

* Add ""help"" page

* Add logging documentation

* Next release version

* Add injection documentation

* Small improvements

* Docs improvement

* Set next version

* Docs improvement

* Next release

* Fix test

* Fix release

* New release

* Disable test logging

* Disable test logging

* Improve documentation
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
digitalocean/netbox,5da1ccabf58e9d37a794749748a38f7c6458a649,"Fixed table name in secret_import()
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
tprrt/linux-stable,7986cf28bc5050967a7056d6eadda7f16f84eaab,"TOMOYO: Fix build error with CONFIG_SECURITY_TOMOYO_OMIT_USERSPACE_LOADER=y .

I forgot to add #ifndef in commit 0e4ae0e0 ""TOMOYO: Make several options
configurable."", resulting

  security/built-in.o: In function `tomoyo_bprm_set_creds':
  tomoyo.c:(.text+0x4698e): undefined reference to `tomoyo_load_policy'

error.

Reported-by: Stephen Rothwell <4bf0fb350827ce8d86875e76c923a478597c3cef@canb.auug.org.au>
Signed-off-by: Tetsuo Handa <3d00b54ad717112934d0b63b7ac2975b44022a61@I-love.SAKURA.ne.jp>
Signed-off-by: James Morris <10d11de3abc355eabe955bb734f0f8e71da56e16@namei.org>
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
plaid/plaid-java,fd9a79687cc4b3074ce6e6672dfa9dc8548735cf,"Revert ""Implementing the Plaid Auth Retrieve Data API""
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
symfony/event-dispatcher,47d2d8cade9b1c3987573d2943bb9352536cdb87,"Merge branch '2.7' into 2.8

* 2.7:
  [HttpFoundation] Fix transient test
  [HttpFoundation] Add a dependency on the mbstring polyfill
  [2.7] update readme files for new components
  add readme files where missing
  fix lowest TwigBridge deps versions
  [EventDispatcher] fix syntax error
  Don't use reflections when possible
  Don't use reflections when possible
  [Form] Update form tests after the ICU data update
  [Intl] Update tests and the number formatter to match behaviour of the intl extension
  [Intl] Update the ICU data to version 55
  [Intl] Fix the update-data.php script in preparation for ICU 5.5
  [Process] Fix memory issue when using large input streams
  Use constant instead of function call.
  fixed test name
  automatically generate safe fallback filename
  [Console] default to stderr in the console helpers

Conflicts:
	composer.json
	src/Symfony/Bridge/PhpUnit/README.md
	src/Symfony/Bridge/Twig/composer.json
	src/Symfony/Component/Console/Helper/DialogHelper.php
	src/Symfony/Component/Debug/DebugClassLoader.php
	src/Symfony/Component/HttpFoundation/composer.json
	src/Symfony/Component/Security/Acl/README.md
	src/Symfony/Component/Security/Core/README.md
	src/Symfony/Component/Security/Csrf/README.md
	src/Symfony/Component/Security/Http/README.md
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
CTSRD-CHERI/u-boot,af6d1dfc7f62a338f5b1c7b7642bebaacb254f1b,"* Enabled password check on RMU board

* Fix configuration problem with IceCube in LOWBOOT configuration:
  environment got embedded, corrupting the image layout.
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
salesagility/SuiteCRM,7749a9e2379667327cd6447f4f362dbbf5886aa6,"Merge pull request #5112 from PedroErnst/fix/5012-db-username-length

Fix #5012 Remove client side password length limitation",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
ansible/ansible,31dd41e4c57927b7ebdd4ed7f78cac36044ae912,"Fix fetching old style facts in junos_facts module (#42336)

* Fix fetching old style facts in junos_facts module

Fixes #42298
* To fetch old style facts from junos device it requires
  login credentials in provider, hence while using
  connection=nectonf do not delete provider values
  as it might not be ignored

* Add `ofacts` as one of the options in `gather_subset`

* Minor update in documentation

* Fix CI failure
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
chromium/chromium,609dcc16190d6e5bf1bc0b9c0780b23368872d2c,"Remove the crypto module password dialog extra border.

CryptoModulePasswordDialogView uses Widget::CreateWindow. 
Use DialogDelegate::CreateDialogWidget instead. 
See before/after pics at http://crbug.com/166075#c107 
Trigger with debug code in Patch Set 1. 

BUG=166075
TEST=Crtypo module password dialog does not have an extra border. 
R=sky@chromium.org

Review URL: https://chromiumcodereview.appspot.com/15673004

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@202913 0039d316-1c4b-4281-b951-d872f2087c98
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
electerm/electerm,499aded2b0cf17b3d55e4a85a7542903dd26570f,"fix #987 Fix password promotes title (#989)

",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
symfony/Translation,a2a87c5c05dab229f43588be1aacdb889359735e,"Merge branch '2.4' into 2.5

* 2.4:
  Remove Spaceless Blocks From Twig Templates
  Validate locales sets intos translator
  Fix UserPassword validator translation
  Remove Spaceless Blocks from Twig Form Templates
  fixed typo
  [HttpFoundation] Fix to prevent magic bytes injection in JSONP responses (Prevents CVE-2014-4671)
  added regression test
  fix issue #8171 on configuration tree for twig extension -- pairing up with @cordoval
  [HttpFoundation] Fix wrong assertion in Response test
  [Upgrade] Fixed markdown syntax
  [2.3][Form] Cleanup & fix phpdocs
  Added verbosity methods

Conflicts:
	src/Symfony/Component/Form/FormError.php
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
openstack/python-openstackclient,c5b43831606e0fd813e1f06b40950f8c85555953,"Fix the way auth_type default value is overriden

Commit 50f05448982b5fafd9d9a7783b639dd145090a0d to os-client-config
removed the default values in the _defaults dict. This makes any
call to cloud_config.set_default() before initializing the dict
fail.

The fix changes the way the auth_type default is overriden, by
doing it when cloud_config.OpenStackConfig() is executed.

Change-Id: If37d3ba303f01d4c77fd7c15a3cde9634534b64a
Closes-bug: #1473921
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
astlinux-project/astlinux,85a8a7ca6e4901de1d3082c9aea834c4daf1eee8,"libcurl, version bump to 7.34.0, security fix: CVE-2013-4545

git-svn-id: 5a7f5ab7776f8270090a020ff7b5e2a37a94ef9e@6319 57edc7d3-a90e-0410-b364-91459a37fc5a
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
nwjs/chromium.src,809c835bd02eb33a28595911ba2bb8c9d15bb095,"Bound the size of user certificate that may be imported.

BUG=484270

Review URL: https://codereview.chromium.org/1124763002

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#328217}
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
